index,artist,country
639,NAV,CA
640,NAV ,CA
641,NEIKED,SE
642,NF,US
651,Nat King Cole,US
652,Nate Smith,US
653,Ne-Yo,US
654,Nelly,US
655,Nengo Flow,PR
656,Nessa Barrett,US
663,Nicky Youre,US
664,Niko Moon,US
665,Nio Garcia,PR
668,Nirvana,US
669,Noah Cyrus,US
670,Normani,US
671,OG Bobby Billions,US
674,Ol' Dirty Bastard,US
675,Old Dominion,US
678,Oliver Tree,US
679,Olivia Rodrigo,US
680,Omar Apollo,US
681,Omarion,US
687,Ozzy Osbourne,US
690,PARTYNEXTDOOR,CA
691,PSY,KR
692,Parker McCollum,US
693,Parmalee,US
694,Paul McCartney,GB
695,Pentatonix,US
696,Perry Como,US
700,Phoebe & Maggie,US
703,Playboi Carti,US
704,PnB Rock,US
716,Popp Hunna,US
722,Powfu,CA
723,Priscilla Block,US
724,Project Pat,US
729,Queen Naija,US
730,Quevedo,US
731,RAYE,GB
732,RM,KR
733,ROSE,US
734,Randy,US
735,Rascal Flatts,US
740,Ray Parker Jr.,US
741,RealestK,US
742,Reba McEntire,US
743,Red Hot Chili Peppers,US
744,Regard,US
745,Rema,GB
746,Rhenzy Feliz,US
749,Rihanna,US
752,Ritt Momney,US
753,Robin Schulz,DE
754,Rockwell,US
764,Romeo Santos,US
765,Rosa Linn,AM
771,"Royce da 5'9""",US
772,Russ,US
773,Russell Dickerson,US
774,Ryan Hurd,US
777,SAINt JHN,GY
778,SHAED,US
779,SZA,US
780,Sabrina Carpenter,US
781,Sada Baby,US
782,Sam Dew,US
785,Sam Tompkins,US
786,Sampha,GB
787,Saweetie,US
788,Scotty McCreery,US
789,Sebastian Yatra,CO
801,Shawn Mendes,CA
802,Sheck Wes,US
803,Sherhonda Gaulden,US
804,Sia,AU
805,Silk Sonic (Bruno Mars & Anderson .Paak),US
806,Skepta,GB
807,Ski Mask The Slump God,US
808,Skillibeng,JM
813,SleazyWorld Go,US
814,Sleepy Hallow,US
815,Smiley,US
818,SoFaygo,US
819,Sosa Geek,US
820,Southside,US
821,SpotemGottem,US
822,State Of Mine,US
823,StaySolidRocky,US
828,Stephen Sanchez,US
829,Steve Lacy,US
832,Stunna Gambino,US
833,Sueco,US
836,Surf Mesa,US
837,Surfaces,US
838,Swedish House Mafia,SE
839,Syd,US
842,T-Shyne,US
843,T.I.,US
844,THE SCOTTS,US
845,TWICE,KR
846,Tai Verdes,US
849,"Tainy""",PR
852,Tanna Leone,US
855,Taylor Swift,US
856,Taylour Paige,US
857,Teezo Touchdown,US
863,Tenille Arts,CA
864,The Andrews Sisters,US
865,The Beach Boys,US
866,The Chainsmokers,US
867,The Fontane Sisters,US
868,The Game,US
869,The Harlem Community Choir,US
872,The Marias,US
873,The National,US
874,"The Neptunes""",US
875,The Plastic Ono Band,GB
876,The Ronettes,US
877,The Walters,US
883,The-Dream,GB
887,Thomas Wesley,US
888,Thundercat,US
889,Thurl Ravenscroft,US
890,Tierra Whack,US
891,Tiesto,NL
892,Tim McGraw,US
893,Tom MacDonald,CA
894,Tones And I,AU
895,Tony Dize,PR
896,Topic,DE
897,Tory Lanez,CA
898,Travis Barker,US
899,Travis Denning,US
905,Trevor Daniel,US
906,Trey Lewis,US
909,Troye Sivan,AU
918,Tyla Yaweh,US
919,Tyler Cole,US
924,Tyson James,US
927,V,US
928,VEDO,US
929,Veeze,US
930,Vince Guaraldi Trio,US
931,WILLOW,US
934,Walker Hayes,US
935,Wham!,GB
936,White Gold,US
937,WhoHeem,US
938,Why Don't We,US
939,Willow,US
940,Wisin,PR
941,WizKid,NG
942,Wizkid,NG
946,YBN Nahmir,US
947,YFN Lucci,US
950,YNW Melly,US
951,YTB Trench,US
952,Yahritza y Su Esencia,US
953,Yak Gotti,US
954,Yaviah,PR
955,Ye,US
956,Yeat,US
957,Yebba,US
958,Youjeen,KR
959,Young Dolph,US
960,Young M.A,US
964,Young T,US
975,Yung Gravy,US
976,Yung Kayo,US
977,Yung Miami,US
978,Zac Brown Band,US
979,Zach Bryan,US
980,Zayn,US
981,Zendaya,US
982,beabadoobee,US
990,d4vd,US
991,dazy,US
992,iann dior,US
993,j-hope,KR
994,jetsonmade,US
995,twenty one pilots,US
,,US
