index,artist,country
89,Barbara Fairchild,US
90,Barbara Mandrell,US
91,Barbara Mason,US
92,Barbara Roy,US
93,Barbra Streisand,US
94,Baron Stewart,XX
95,Barry DeVorzon,US
96,Barry Manilow,US
97,Barry Mann,US
98,Barry White,US
99,Batdorf & Rodney,XX
100,Bay City Rollers,GB
101,Beckmeier Brothers,US
102,Bee Gees,GB
103,Bell & James,US
104,Bellamy Brothers,US
105,Belle Epoque,FR
106,Ben E. King,US
107,Benny Bell,US
108,Berlin Philharmonic,XX
109,Bert Sommer,US
110,Bette Midler,US
111,Betty Everett,US
114,Bettye Swann,US
115,Beverly Bremers,XX
116,Biddu Orchestra,XX
117,Bill Amesbury,CA
118,Bill Anderson,US
119,Bill Brandon,US
120,Bill Conti,US
121,Bill Cosby,US
122,Bill Deal & The Rhondels,US
123,Bill Haley And His Comets,US
124,Bill LaBounty,US
125,Bill Quateman,US
126,Bill Withers,US
127,Bill Wray,US
128,Billie Jo Spears,US
129,Billie Sans,XX
130,"Billy ""Crash"" Craddock",US
131,Billy Joe Royal,US
132,Billy Joel,US
133,Billy Lee Riley,US
134,Billy Lemmons,US
135,Billy Ocean,GB
136,Billy Paul,US
137,Billy Preston,US
138,Billy Swan,US
139,Billy Thorpe,GB
140,Billy Thunderkloud & The Chieftones,XX
141,Bimbo Jet,FR
142,Black Oak Arkansas,US
143,Black Sabbath,GB
144,Blackfoot,US
145,Blackjack,US
146,Blaze,US
147,Blondie,US
148,"Blood, Sweat & Tears",US
149,Bloodrock,US
150,Bloodstone,US
151,Blue,GB
152,Blue Haze,XX
153,Blue Magic,US
154,Blue Mink,GB
155,Blue Oyster Cult,US
156,Blue Swede,SE
157,Blues Brothers,US
158,Blues Image,US
159,Bo Donaldson And The Heywoods,US
160,Bob Dylan,US
161,Bob James,US
162,Bob Marley,JM
163,Bob Mcgilpin,XX
164,Bob Seger,US
165,Bob Weir,US
166,Bob Welch,US
167,Bobbi Martin,US
168,Bobbie Gentry,US
169,"Bobby ""Blue"" Bland",US
170,"Bobby ""Boris"" Pickett And The Crypt-Kickers",US
171,Bobby Arvon,XX
172,Bobby Bare,US
173,Bobby Bland,US
174,Bobby Bloom,US
175,Bobby Byrd,US
176,Bobby Caldwell,US
177,Bobby Darin,US
178,Bobby Goldsboro,US
179,Bobby Moore,US
180,Bobby Russell,US
181,Bobby Sherman,US
182,Bobby Vee,US
183,Bobby Vinton,US
184,Bobby Womack,US
185,Bones,XX
186,Boney M,XX
187,Bonnie Boyer,XX
188,Bonnie Pointer,US
189,Bonnie Raitt,US
190,Bonnie Tyler,GB
191,Booker T. & The MG's,US
192,Boomer Castleman,US
193,Boston,XX
194,Boz Scaggs,US
195,Brainstorm,DE
196,Bram Tchaikovsky,GB
197,Brass Construction,US
198,Bread,US
199,Brenda & The Tabulations,US
200,Brenda Lee,XX
201,Brenda Lee Eager,US
202,Brenda Russell,US
203,Brewer And Shipley,US
204,Brian Auger & The Trinity,GB
205,Brian Hyland,US
206,Brian Protheroe,GB
207,Brick,US
208,Brighter Side Of Darkness,US
209,British Lions,GB
210,Bro Smith,XX
211,Broadway,JP
212,Brook Benton,US
213,Brooklyn Bridge,US
216,Brother Jack McDuff,US
217,Brother Love,NZ
218,Brother To Brother,US
219,Brotherhood Of Man,GB
220,Brown Sugar,US
221,Brownsville Station,US
222,Bruce Foster,US
223,Bruce Springsteen,US
224,Bryan Ferry,GB
225,Bryan Guy Adams,CA
226,Buckeye,XX
227,Buckwheat,US
228,Buddy Miles,US
229,Buffy Sainte-Marie,XX
230,Bulldog,AR
231,Bullet,SE
232,Bumble Bee Unlimited,XX
235,Burton Cummings,XX
236,Byron MacGregor,XX
237,C Company,XX
238,C.C. & Company,SE
239,C.C.S.,GB
240,C.J. & Company,US
241,C.W. McCall,US
242,CROW,US
243,Cal Smith,US
244,Candi Staton,US
245,Canned Heat,US
246,Cannonball Adderley,US
247,Canyon,GB
248,Captain & Tennille,US
249,Carl Carlton,US
250,Carl Douglas,JM
251,Carl Graves,CA
252,Carlo Savina,IT
253,Carlos Santana & Buddy Miles,US
254,Carly Simon,US
255,Carol Douglas,US
256,Carole Bayer Sager,US
257,Carole King,US
258,Carolyn Willis,XX
259,Carolyne Mas,XX
260,Carpenters,US
261,Carrie,US
262,Carrie Lucas,US
263,Carroll O'Connor,US
264,Casey Kelly,US
265,Cashman & West,XX
266,Cat Stevens,GB
267,Cate Bros.,XX
268,Cazz,XX
269,Celebration,US
270,Celi Bee & The Buzzy Bunch,US
271,Cerrone,FR
272,Chairman Of The Board,US
275,Chambers Brothers,US
276,Champagne,US
277,Chanson,XX
278,Charlene,US
279,Charles Wright,US
280,Charley Pride,US
281,Charlie,US
282,Charlie Daniels,US
283,Charlie Kulis,XX
284,Charlie Rich,US
285,Charlie Ross,XX
286,Chase,US
287,Cheap Trick,US
288,Chee-Chee & Peppy,XX
289,Cheech & Chong,US
290,Cher,US
291,Cherie & Marie Currie,US
292,Cheryl Barnes,US
293,Cheryl Ladd,US
294,Cheryl Lynn,US
295,Chi Coltrane,US
296,Chic,US
297,Chicago,US
298,Chicory,GB
299,Chilliwack,CA
300,Chocolate Milk,US
301,Chris Hodge,XX
302,Chris Norman,GB
303,Chris Rea,GB
304,Chris Thompson & Night,GB
305,Christie,GB
306,Christopher Paul And Shawn,XX
307,Chuck Berry,US
308,Chuck Brown & The Soul Searchers,US
309,Chuck Mangione,US
310,Cindy Bullens,US
311,Circus,XX
312,Cissy Houston,US
313,City Boy,GB
314,Clarence Carter,US
315,Clarence Reid,US
316,Claudja Barry,XX
317,Clean Living,XX
318,Cledus Maggard And The Citizen's Band,XX
319,Cliff DeYoung,US
320,Cliff Richard,GB
321,Climax,US
322,Clint Holmes,US
323,Clout,ZA
324,Cochise,DE
325,Cody Jameson,XX
326,Cold Blood,US
327,Commander Cody,US
328,Commodores,US
329,ConFunkShun,US
330,Consumer Rapport,XX
331,Continental Miniatures,XX
332,Conway Twitty,US
333,Cooker,XX
334,Cool Heat,US
335,Cooper Brothers,CA
336,Cooper Brothers Band,US
337,Cornelius Brothers & Sister Rose,US
338,Cory,CA
339,Cory Daye,US
340,"Cotton, Lloyd & Christian",XX
341,Country Coalition,XX
342,Country Joe McDonald,US
343,Coven,US
344,Cozy Powell,GB
345,Crabby Appleton,US
346,Crawler,GB
347,Creative Source,US
348,Creedence Clearwater Revival,US
349,"Crosby, Stills, Nash & Young",US
350,Cross Country,XX
351,Crown Heights Affair,US
352,Crystal Gayle,US
353,Crystal Mansion,US
354,Cugini,XX
355,Current,GB
356,Curtis Mayfield,US
357,Cymande,GB
358,Cymarron,US
359,Cyndi Grecco,US
360,D.C. LaRue,US
361,D.J. Rogers,US
362,Daddy Dewdrop,US
363,Dan Fogelberg,US
364,Dan Hartman,US
365,Dan Hill,CA
366,Dan Peek,US
367,Dana Valery,US
368,Daniel Boone,GB
369,Dann Rogers,XX
370,Danny Holien,XX
371,Danny O'Keefe,US
372,Danny White,US
373,Danyel Gerard,FR
374,Daryl Hall & John Oates,US
375,Dave & Ansil Collins,JM
376,Dave Edmunds,GB
377,Dave Loggins,US
378,Dave Mason,GB
379,David & Jimmy Ruffin,US
380,David Bellamy,US
381,David Blue,US
382,David Bowie,XX
385,David Castle,US
388,David Dundas,GB
389,David Essex,GB
390,David Gates,US
391,David Geddes,US
392,David Laflamme,US
393,David Naughton,US
394,David Porter,US
395,David Ruffin,US
396,David Soul,US
397,Davy Jones,GB
400,Daybreak,XX
401,Dean Friedman,US
402,Debbie Campbell,US
403,Debbie Taylor,US
404,Debby Boone,US
405,Dee Dee Warwick,US
406,Deep Purple,GB
407,Delaney & Bonnie,US
408,Delbert & Glen,US
409,Delegation,GB
410,Deliverance,US
411,Demis Roussos,GR
414,Denise LaSalle,US
415,Dennis Coffey & The Detroit Guitar Band,US
416,Dennis Yost And The Classics IV,US
417,Deodato,BR
418,Derek & The Dominos,US
419,Derringer,US
420,Desmond Child And Rouge,US
421,Detroit Emeralds,US
422,Diamond Reo,US
423,Diana Ross,US
424,Diana Williams,LK
425,Diane Kolby,XX
426,Dick Feller,US
427,Dickey Lee,US
428,Dickie Goodman,US
429,Dion,CA
430,Dionne Warwick,US
431,Dionne Warwicke,US
432,Dire Straits,GB
433,Disco Tex & The Sex-O-Lettes,XX
434,Dixie Flyers,XX
435,Dobie Gray,US
436,Dollar,GB
437,Dolly Parton,US
438,Don Brown,US
439,Don Covay,US
440,Don Fardon,GB
441,Don Goodwin,US
442,Don McLean,US
443,Don Nix,US
444,Don Ray,FR
445,Donald Byrd,US
446,Donna Fargo,US
447,Donna McDaniel,US
450,Donnie Elbert,US
451,Donny Gerrard,US
454,Donny Most,US
455,Donny Osmond,US
456,Donovan,GB
457,Dooley Silverspoon,US
458,Doris Duke,US
459,Dorothy Moore,US
460,Dorothy Morrison,US
461,Dorothy Norwood,US
462,Dottie West,US
463,Double Exposure,US
464,Doucette,CA
465,Dr. Buzzard's Original Savannah Band,US
466,Dr. Hook,US
467,Dr. John,US
468,Drupi,IT
469,Duke & The Drivers,US
470,Dunn & McCashen,XX
471,Dusk,HU
472,Dusty Springfield,GB
473,Dwight Twilley Band,US
474,Dynamic Superiors,US
475,Eagles,US
476,Earnest Jackson,US
477,"Earth, Wind & Fire",US
478,East L.A. Car Pool,XX
479,Easy Street,XX
480,"Ecstasy, Passion & Pain",US
481,Eddie & Dutch,US
482,Eddie Floyd,US
483,Eddie Holman,US
484,Eddie Kendricks,US
485,Eddie Money,US
486,Eddie Rabbitt,US
487,Edgar Winter,US
488,Edgar Winter's White Trash,US
489,Edison Lighthouse,GB
490,Edward Bear,CA
491,Edwin Starr,XX
492,El Chicano,US
493,El Coco,XX
494,Electric Light Orchestra,GB
497,Ellen Foley,US
498,Ellison Chase,US
499,Eloise Laws,US
500,Elton John,GB
501,Elvin Bishop,US
502,Elvis Presley,US
503,"Emerson, Lake & Palmer",GB
504,Emitt Rhodes,US
505,Emmylou Harris,US
506,Enchantment,US
507,Engelbert Humperdinck,GB
508,England Dan,US
509,Eric Burdon And War,US
510,Eric Carmen,US
513,Eric Weissberg,US
514,Ernie (Jim Henson),US
515,Errol Sober,XX
516,Eruption,GB
517,Esther Phillips,US
518,Etta James,US
519,Euclid Beach Band,US
520,Eve Graham,GB
521,"Evelyn ""Champagne"" King",US
522,Evie Sands,US
523,Exile,JP
524,Eydie Gorme,US
525,Fabulous Counts,US
526,Fabulous Poodles,GB
529,Facts Of Life,US
530,Faith Band,US
531,"Faith, Hope And Charity",US
532,Fancy,DE
533,Fanny,XX
534,Fantastic Four,US
535,Fantasy,DE
536,Faron Young,US
537,Feather,XX
538,Fern Kinney,US
539,Ferrante & Teicher,US
540,Fire And Rain,US
541,Firefall,US
542,Firefly,IT
543,First Choice,US
544,First Class,GB
545,Five Flights Up,US
546,Five Man Electrical Band,CA
547,Five Special,US
548,Flamingos,US
549,Flash,GB
550,Flash And The Pan,AU
551,Flash Cadillac And The Continental Kids,US
552,Fleetwood Mac,GB
553,Focus,NL
554,Foghat,GB
555,Fools Gold,US
556,Foreigner,US
557,Foster Sylvers,US
558,Fotomaker,US
559,Four Tops,US
560,Fox,US
561,Foxy,US
562,France Joli,CA
563,Francis Lai,FR
564,Frank Lucas,XX
565,Frank Mills,CA
566,Frank Sinatra,US
567,Frank Zappa,US
568,Frankie Avalon,US
569,Frankie Beverly,XX
570,Frankie Miller,GB
571,Frankie Valli,US
572,Frannie Golde,US
573,Fred Wesley & The J.B.'s,US
574,Freda Payne,US
575,Freddie Hart,US
576,Freddie North,US
577,Freddy Fender,US
578,Freddy Robinson,XX
579,Frederick Knight,US
580,Free,GB
581,Free Movement,US
582,Frijid Pink,US
583,Funkadelic,US
584,Funky Communication Committee,US
585,Funky Kings,US
586,G.Q.,US
587,Gabriel,GB
588,Gabriel Kaplan,XX
589,Gallagher And Lyle,GB
590,Gallery,US
591,Garfunkel,US
592,Gary & Dave,US
593,Gary Criss,XX
594,Gary Glitter,GB
595,Gary Puckett,US
596,Gary Tanner,XX
597,Gary Toms Empire,US
598,Gary Wright,US
599,Gary's Gang,AT
600,Gayle McCormick,US
601,Gaylord & Holiday,US
602,Geils,US
603,Gene & Jerry,US
604,Gene Chandler,US
605,Gene Cotton,US
606,Gene Pitney,US
607,Gene Redding,US
608,Gene Simmons,US
609,Genesis,GB
612,George Baker Selection,NL
613,George Benson,US
614,George Duke,US
615,George Fischoff,US
616,George Harrison,GB
617,George McCrae,US
618,George Perkins & The Silver Stars,US
619,Gerry Rafferty,GB
620,Gilbert O'Sullivan,IE
621,Ginger Baker's Air Force,GB
622,Gino Soccio,CA
623,Gino Vannelli,CA
624,Giorgio,IT
625,Giorgio Moroder,IT
626,Gladstone,US
627,Gladys Knight And The Pips,US
630,Glenn Sutton,US
631,Gloria Gaynor,US
632,Gloria Taylor,US
633,Godspell,XX
634,Golden Earring,NL
635,Gonzalez,GB
636,Goody Goody,XX
637,Goose Creek Symphony,US
638,Gordon Lightfoot,CA
639,Gordon Sinclair,XX
640,Grace Jones,US
641,Graham Central Station,US
644,Graham Parker And The Rumour,GB
645,Grand Canyon,FI
646,Grand Funk,US
647,Grand Funk Railroad,US
648,Grateful Dead,US
649,Greg Lake,GB
650,Gregg Allman,US
651,Grey & Hanks,US
652,Grin,XX
653,"Grover Washington, Jr.",US
654,Gunhill Road,US
655,Guy Drake,XX
656,Gwen McCrae,US
657,Gypsy,US
658,Hagood Hardy,CA
659,Hair Soundtrack,JP
660,Hamilton Bohannon,XX
661,"Hamilton, Joe Frank & Reynolds",US
662,Hank Wilson,US
663,Harold Melvin And The Blue Notes,US
664,Harry Chapin,US
665,Head East,US
666,Heart,US
667,Heartsfield,US
668,Heatwave,GB
669,Heaven Bound with Tony Scotti,XX
670,Helen Reddy,AU
671,Hello People,US
672,Henhouse Five Plus Too,XX
673,Henry Gross,US
676,Herb Alpert,US
677,Herbie Hancock,US
678,Herbie Mann,US
679,Herman Brood,NL
680,High Inergy,US
681,"Hodges, James And Smith",US
682,Hog Heaven,XX
683,Holland-Dozier,XX
684,Hot,US
685,Hot Butter,US
686,Hot Chocolate,GB
687,Hot Sauce,XX
688,Hotel,US
689,Hotlegs,GB
690,Houston Person,US
691,Howard Tate,US
692,Hoyt Axton,US
693,Hudson and Landry,US
694,Humble Pie,GB
695,Hurricane Smith,GB
696,I.A.P. Co. (the Italian Asphalt & Pavement Company),US
697,Ian Gomm,GB
698,Ian Hunter,GB
699,Ian Lloyd,US
700,Ian Matthews,GB
701,Ian Thomas,CA
702,Idris Muhammad,US
703,Ike & Tina Turner,XX
704,Impact,RO
705,Independents,US
706,Instant Funk,US
707,Iron Butterfly,US
708,Ironhorse,CA
709,Isaac Hayes,US
710,"Israel ""Popper Stopper"" Tolbert",US
711,J. Frank Wilson and The Cavaliers,US
712,J.D. Souther,US
713,J.J. Cale,US
714,Ja-Kki,XX
715,Jack Blanchard & Misty Morgan,US
716,Jack Wild,GB
717,Jackie DeShannon,US
718,Jackie Moore,US
719,Jackie Wilson,US
720,Jackson 5,XX
721,Jackson Browne,US
722,Jake Holmes,US
723,James Brown,US
724,James Cleveland,US
725,James Darren,US
726,James Gang,US
727,James Last,DE
731,James Walsh Gypsy Band,XX
732,Jamestown Massacre,XX
733,Jamul,US
734,Jane Birkin Serge Gainsbourg,FR
735,Jane Olivor,US
736,Janis Ian,US
737,Janis Joplin,US
738,Jay & The Americans,US
739,Jay Ferguson,US
740,Jean Knight,US
741,Jean Shepard,US
742,Jean Stapleton,US
743,Jeanne Pruett,US
744,Jeannie C. Riley,US
745,Jefferson,US
746,Jefferson Airplane,US
747,Jefferson Starship,US
748,Jennifer Warnes,US
749,Jermaine Jackson,US
750,Jerry Butler,US
751,Jerry Corbetta,US
752,Jerry Garcia,US
753,Jerry Jeff Walker,US
754,Jerry Lee Lewis,US
755,Jerry Naylor,US
756,Jerry Reed,US
757,Jerry Wallace,US
758,Jesse Anderson,US
759,Jesse Winchester,US
760,Jessi Colter,US
761,Jethro Tull,GB
762,Jigsaw,GB
763,Jim Campbell,XX
764,Jim Capaldi,GB
765,Jim Croce,US
766,Jim Ed Brown,US
767,Jim Gilstrap,US
768,Jim Messina,US
769,Jim Stafford,US
770,Jim Weatherly,US
771,Jimi Hendrix,US
772,"Jimmy ""Bo"" Horne",US
773,Jimmy Beaumont And The Skyliners,US
774,Jimmy Buffett,US
775,Jimmy Cliff,JM
776,Jimmy Dean,US
777,Jimmy James & The Vagabonds,GB
778,Jimmy Ruffin,US
779,Jo Jo Gunne,US
780,Joan Baez,US
781,Jody Miller,US
782,Joe Cocker,GB
783,Joe Jackson,XX
784,Joe Simon,US
785,Joe South,US
786,Joe Stampley,US
787,Joe Tex,US
788,Joe Walsh,US
789,Joey Heatherton,US
790,Joey Scarbury,US
791,Joey Travolta,US
792,John & Ernest,DE
793,John Baldry,GB
794,John Belushi,US
795,John Cougar,US
796,John Davis,US
797,John Dawson Read,XX
798,John Denver,US
801,John Ford Coley,US
802,John Handy,US
803,John Kay,CA
804,John Kongos,ZA
805,John Lennon,GB
806,John Livigni,US
807,John Lodge,GB
808,John Miles,GB
809,John Paul Young,AU
810,John Phillips,US
811,John Rowles,NZ
812,John Sebastian,US
813,John Stewart,US
814,John Travolta,US
815,John Valenti,US
816,John Williams,US
817,Johnnie Taylor,US
818,Johnny Bristol,US
819,Johnny Cash,US
820,Johnny Caswell,XX
821,Johnny Guitar Watson,US
822,Johnny Mathis,US
823,Johnny Nash,US
824,Johnny Paycheck,US
825,Johnny Rivers,US
826,Johnny Rodriguez,US
827,Johnny T. Angel,XX
828,Johnny Wakelin & The Kinshasa Band,XX
829,Johnny Williams,US
830,Johnny Winter,US
831,Jonathan Cain,US
832,Jonathan Edwards,US
833,Joni Lee,XX
834,Joni Mitchell,CA
835,Jose Feliciano,US
836,Journey,US
837,Joy Of Cooking,US
838,Joyce Cobb,US
839,Jr. Walker & The All Stars,US
840,Jud Strunk,US
841,Judy Cheeks,US
842,Judy Collins,US
843,Juice Newton,US
844,Julie,US
845,June Carter,US
846,June Conquest,XX
847,Justin Hayward,GB
848,K.C.,DE
849,KC And The Sunshine Band,US
850,KISS,US
851,Kacey Cisyk,US
852,Kansas,US
853,Karen Nelson And Billy T,XX
854,Karen Young,US
855,Karla Bonoff,US
856,Kate Bush,XX
857,Kate Taylor,US
858,Katfish,XX
859,Kathy Dalton,XX
860,Kayak,NL
861,Keith Carradine,US
862,Keith Hampshire,CA
863,Keith Herman,XX
864,Kellee Patterson,US
865,Kenny Karen,XX
866,Kenny Loggins,US
867,Kenny Nolan,US
868,Kenny Rogers,US
869,Kenny Starr,US
870,Kermit (Jim Henson),US
871,Kerry Chater,US
872,Kevin Johnson,AU
873,Kevin Lamb,XX
878,King Crimson,GB
879,King Curtis & The Kingpins,US
880,King Floyd,US
881,King Harvest,US
882,Klaatu,CA
883,Kongas,FR
884,Kool & The Gang,US
885,Kraftwerk,DE
886,Kris Kristofferson,US
887,Kristy And Jimmy McNichol,US
888,L.A. Jets,XX
889,L.T.D.,US
890,LTD,US
891,Labelle,US
892,Lady Flash,US
893,Lake,GB
894,Lally Stott,GB
895,Lamont Dozier,US
896,Lana Cantrell,AU
897,Larry Gatlin,US
898,Larry Groce,US
899,Larry Santos,US
900,Latimore,US
901,Laura Lee,XX
902,Laura Nyro,US
903,Lauren Wood,US
904,Laverne & Shirley,XX
905,Layng Martine,US
906,Lazy Racer,XX
907,Le Pamplemousse,XX
908,LeBlanc & Carr,US
909,Lea Roberts,US
910,Led Zeppelin,GB
911,Lee Garrett,US
912,Lee Michaels,US
913,Lee Oskar,US
914,Leif Garrett,US
915,Lena Zavaroni,GB
916,Lenny LeBlanc,US
917,Lenny Welch,US
918,Leo Sayer,GB
919,Leon & Mary Russell,US
920,Leon Haywood,US
921,Leon Russell,US
922,Leon Russell & The Shelter People,US
923,Leroy Gomez,US
924,Les Crane,US
925,Les Emmerson,CA
926,Les McCann & Eddie Harris,US
927,Lighthouse,CA
928,Limmie & Family Cookin',US
929,Linda Clifford,US
930,Linda Jones,US
931,Linda Ronstadt,US
932,Lindisfarne,GB
933,Liner,XX
934,Link Wray,US
935,Liquid Gold,GB
936,Liquid Smoke,US
937,Little Anthony And The Imperials,US
938,Little Carl Carlton,US
939,Little Jimmy Osmond,US
940,Little Johnny Taylor,US
941,Little Milton,US
942,Little Richard,US
943,Little River Band,AU
944,Little Sister,ZA
945,Livingston Taylor,US
946,Liz Damon's Orient Express,US
947,Lobo,US
948,Loggins & Messina,US
949,Lois Fletcher,XX
950,Loleatta Holloway,US
951,London Symphony Orchestra,GB
952,Long John Baldry & Kathi MacDonald,GB
953,Looking Glass,US
956,Lou Christie,US
957,Lou Rawls,US
958,Lou Reed,US
959,Loudon Wainwright III,US
960,Louis Williams,XX
961,Louise Goffin,US
962,Louisiana's LeRoux,US
963,Love,US
964,Love And Kisses,XE
965,Love Childs Afro Cuban Blues Band,XX
966,Love Unlimited,US
967,Lulu,XX
968,Lunar Funk,XX
969,Luther Ingram,US
972,Lynn Anderson,US
973,Lynyrd Skynyrd,US
974,M,XX
975,MFSB,US
976,Mac And Katie Kissoon,XX
977,Mac Davis,US
978,Mac McAnally,US
979,Maceo And The Macks,US
980,Machine,XW
981,Maggie Bell,GB
982,Major Harris,US
983,Major Lance,US
984,Malo,US
985,Mama Cass Elliot,US
986,Manassas,US
987,Mandrill,US
988,Manfred Mann's Earth Band,GB
989,Manu Dibango,CM
990,Margie Joseph,US
991,Maria Muldaur,US
994,"Marilyn McCoo & Billy Davis, Jr.",XX
995,Marilyn Scott,US
996,Marilyn Sellars,US
997,Mark Lindsay,US
998,Mark-Almond,XX
999,Marmalade,GB
1000,Marshall Hain,GB
1001,Martha Reeves,US
1002,Martin Mull,US
1003,Marty Kristian,XX
1004,Marty Robbins,US
1007,Marvin Hamlisch,US
1008,Mary Hopkin,GB
1009,Mary Kay Place,XX
1010,Mary Macgregor,US
1011,Mary Travers,US
1012,Mashmakhan,CA
1013,Mass Production,US
1014,Matthews' Southern Comfort,GB
1015,Maureen McGovern,US
1016,Mavis Staples,US
1017,Maxine Nightingale,GB
1018,Maynard Ferguson,US
1019,Maze,XX
1020,McFadden & Whitehead,US
1021,"McGuinn, Clark & Hillman",US
1022,McGuinness Flint,GB
1023,McKinley Travis,XX
1024,Meat Loaf,US
1025,Meco,US
1026,Mel And Tim,US
1027,Melanie,US
1028,Melba Montgomery,US
1029,Melba Moore,US
1030,Melissa Manchester,US
1031,Meri Wilson,US
1032,Merle Haggard,US
1033,Merrilee Rush,US
1034,Merry Clayton,US
1035,Mesa,XX
1036,Messengers,US
1037,Michael Franks,US
1038,Michael Henderson,US
1039,Michael Holm,DE
1042,Michael Johnson,US
1043,Michael Murphey,US
1044,Michael Nesmith & The First National Band,US
1045,Michael Parks,US
1046,Michael Redway,XX
1047,Michael Zager's Moon Band/Peabo Bryson,US
1048,Michel Legrand,FR
1049,Michel Polnareff,FR
1050,Mick Jackson,DE
1051,Mick Jagger,GB
1052,Mickey Gilley,US
1053,Mickey Newbury,US
1054,Mickey Thomas,US
1055,Mighty Clouds Of Joy,US
1056,Miguel Rios,ES
1057,Mike Kennedy,XX
1058,Mike Love,US
1059,Mike Oldfield,GB
1060,Mike Post,US
1061,Mike Reilly,XX
1062,Millie Jackson,US
1063,Minnie Riperton,US
1064,Miss Abrams And The Strawberry Point School Third Grade Class,XX
1065,Mistress,GB
1066,Mocedades,ES
1067,Moments,US
1068,Moon Martin,US
1069,Moonlion,XX
1070,Morning Mist,JP
1071,Morris Albert,BR
1072,Mother's Finest,US
1073,Mott The Hoople,GB
1074,Mountain,US
1075,Mouth & MacNeal,NL
1076,Mr. Big,US
1077,Mungo Jerry,GB
1078,Murray Head With The Trinidad Singers,GB
1079,Musique,US
1080,N.F. Porter,XX
1081,NRBQ,US
1082,Nancy Brooks,XX
1083,Nancy Wilson,US
1084,Napoleon XIV,US
1085,Narada Michael Walden,US
1086,Narvel Felts,US
1087,Natalie Cole,US
1088,National Lampoon,US
1089,Natural Four,US
1090,Nature's Divine,US
1091,Nazareth,GB
1092,Nazz,US
1095,Neil Sedaka,US
1096,Neil Young,CA
1097,Neil Young & Crazy Horse,US
1098,Neil Young & Graham Nash,CA
1099,Nektar,GB
1100,Neon Philharmonic,US
1101,New Birth,US
1102,New Colony Six,US
1103,New England,US
1104,New Riders Of The Purple Sage,US
1105,New York City,XX
1106,Nick Gilder,CA
1107,Nick Lowe,GB
1108,Nicolette Larson,US
1109,Nigel Olsson,GB
1110,Night,RU
1111,Nilsson,US
1112,Nina Simone,US
1113,Nino Tempo And 5th Ave. Sax,XX
1114,Niteflyte,US
1115,Nitty Gritty Dirt Band,US
1116,Nolan,GB
1117,Nolan Porter,US
1118,Norman Connors,US
1119,Norman Greenbaum,US
1120,Northern Light,XX
1121,O.C. Smith,US
1122,O.V. Wright,US
1123,Oak,US
1124,Ocean,GB
1125,Odds & Ends,XX
1128,Odyssey,GB
1129,Ohio Players,US
1130,Oliver,DE
1133,Orleans,US
1134,Orsa Lia,XX
1135,Oscar Brown Jr.,XX
1136,Otis Leavill,US
1137,Otis Leaville,US
1138,Outlaws,US
1139,Owen B.,US
1140,Ozark Mountain Daredevils,US
1141,Ozo,GB
1142,P-Nut Gallery,US
1143,PG&E,XX
1144,Pablo Cruise,US
1145,Pacific Gas And Electric,US
1146,Pages,US
1147,Painter,CA
1148,Paper Lace,GB
1149,Parker McGee,US
1150,Parliament,US
1151,Pat Benatar,US
1152,Pat Lundi,XX
1153,Pat Travers,CA
1154,Patrick Hernandez,FR
1155,Patti Smith Group,US
