index,artist,country
145,Beastie Boys,US
146,Beck,US
147,Beenie Man,JM
148,Before Dark,US
149,Ben Folds,US
150,Benzino,US
151,Beth Hart,US
152,Beyonce,US
153,Big & Rich,US
156,Big Kap,US
157,Big Mato,US
158,Big Pokey,US
159,Big Poppa,US
160,Big Pun,US
161,Big Punisher,US
162,Big Tigger,US
163,Big Tymers,US
164,Bilal,US
169,Billy Gibbons,US
170,Billy Gilman,US
171,Billy Ray Cyrus,US
172,Bird York,US
173,Birdman,US
174,Bjork,IS
178,Blaine Larsen,US
179,Blake Lewis,US
180,Blake Shelton,US
181,Blaqthoven,US
182,Blaque,US
183,Blink-182,US
184,Bloodhound Gang,US
185,Blu Cantrell,US
186,Blue County,US
187,Blue October,US
188,Bo Bice,US
189,Bobby Brown,US
190,Bobby Pinson,US
193,Body Head Bangerz,US
194,Bon Jovi,US
195,Bone Crusher,US
196,Bone Thugs-N-Harmony,US
197,Boo & Gotti,US
198,Boomkat,US
199,Bounty Killer,JM
203,Bowling For Soup,US
204,Boys Like Girls,US
205,Boyz II Men,US
206,Boyz N Da Hood,US
207,Brad Paisley,US
208,Brandi Carlile,US
209,Brandon Casey,US
210,Brandy,US
211,Brandy Hambrick,US
212,Bravehearts,US
213,Breaking Benjamin,US
214,Brian,US
215,Brian McComas,US
216,Brian McKnight,US
217,Britney Spears,US
218,Brook-Lyn,DE
219,Brooke Hogan,US
220,Brooke Valentine,US
221,Brooke White,US
222,Brooks & Dunn,US
223,Brown Boy,XX
224,Bruce Springsteen,US
225,Bubba Sparxxx,US
226,Buckcherry,US
227,Bucky Covington,US
228,Buddy Jewell,US
229,Bun B,US
230,Bush,GB
233,Butch Cassidy,US
234,C-Side,US
235,C.O.,RU
236,CSS,BR
237,Ca$his,US
238,Caesars,SE
239,Cage The Elephant,US
242,Cameo,US
245,Carly Simon,US
246,Carolina Liar,US
247,Carolyn Dawn Johnson,CA
248,Carrie Underwood,US
249,Cartel,US
250,Cascada,DE
254,Casely,US
255,Cash Money Millionaires,US
256,Casha,US
257,Cassidy,US
258,Cassie,US
259,Cast Of Camp Rock,US
260,Cast Of Hairspray,US
261,Cast Of Rent,GB
264,Celine Dion,CA
265,Chad Brock,US
268,Chaka Khan,US
269,Cham,JM
270,Chamillionaire,US
271,Changing Faces,US
272,Chante Moore,US
273,Charice,PH
274,Charlay,XX
275,Charli Baltimore,US
278,Cheb Mami,DZ
279,Chely Wright,US
280,Cher,US
281,Cherie,XX
282,Cherine Anderson,JM
285,Chevelle,US
286,Cheyenne Kimball,US
287,Chico DeBarge,US
288,Chingy,US
289,Choppa,US
293,Chris Cagle,US
294,Chris Classic,US
295,Chris Cornell,US
296,Chris Daughtry,US
297,Chris J,XX
298,Chris Martin,GB
299,Chris Willis,US
300,Chris Young,US
307,Chuck Wicks,US
308,Chyna Whyte,US
313,Cisco Adler,US
314,City High,US
315,City Spud,US
316,Claudette Ortiz,US
317,Clay Aiken,US
318,Clay Davidson,US
319,Clay Walker,US
324,Cobra Starship,US
329,Cold,GB
330,Coldplay,GB
331,Collin Raye,US
334,Coo Coo Cal,US
335,Corbin Bleu,US
336,Corey,US
337,Corinne Bailey Rae,GB
338,Counting Crows,US
339,Craig David,GB
340,Craig Morgan,US
341,Crazy Frog,DE
342,Crazy Mike,US
343,Crazy Town,US
344,Creed,US
345,Crime Mob,US
346,Cristian Castro,MX
347,Crossfade,US
348,Cupid,US
349,Cutty,US
350,Cyndi Thomson,US
351,D'Angelo,AR
352,D.H.T.,BE
353,D12,US
354,D4L,US
355,DAY26,US
356,DJ Felli Fel  ,US
357,DJ Khaled,US
358,DJ Kool,US
359,DJ Laz,US
360,DJ Sammy,ES
361,DMX,US
362,DSD,XX
365,Daddy Yankee,PR
366,Daft Punk,FR
367,"Damian ""Jr. Gong"" Marley",JM
368,Damizza,US
369,Daniel Bedingfield,GB
370,Daniel Powter,CA
371,Daniel Rodriguez,US
372,Danity Kane,US
373,Dante Thomas,US
374,Darija,XX
375,Darius Rucker,US
376,Darren Hayes,AU
377,Darryl Worley,US
378,Darude,FI
379,Dashboard Confessional,US
380,Daughtry,US
381,Dave Hollister,US
382,Dave Matthews,US
383,Dave Matthews Band,US
386,David Ball,US
389,David Cook,US
390,David Gray,GB
391,David Guetta  ,FR
392,David Lee Murphy,US
393,David Nail,US
394,De La Soul,US
395,Death Cab For Cutie,US
396,Debelah Morgan,US
399,Def Squad,US
400,Default,CA
401,Dem Franchize Boyz,US
404,Depeche Mode,GB
405,Destiny's Child,US
406,Devonte,JM
407,Diamond Rio,US
408,Diana DeGarmo,US
409,Diddy,US
412,Dierks Bentley,US
413,Dilated Peoples,US
414,Dirt McGirt,US
415,Dirty Vegas,GB
416,Disney's Friends For Change,XX
417,Disturbed,US
418,Dixie Chicks,US
419,Do ,XW
420,Dobie Gray,US
421,Dolla,US
422,Dolly Parton,US
423,Don Henley,US
428,Dorrough,US
429,Down A.K.A. Kilo,US
430,Dr. Dre,US
431,DragonForce,GB
434,Drake Bell,US
435,Drama,US
436,Dream,DE
437,Dru Hill,US
438,Duece Poppito,XX
439,Duffy,GB
440,Duran Duran,GB
444,D’Angelo,AR
447,Eagles,US
448,Eamon,US
449,Eden's Crush,KR
450,Eiffel 65,IT
451,Eightball,BE
452,Elan,SK
455,Eli Young Band,US
456,Ellen Page,XX
457,Elliott Yamin,US
458,Elton John,GB
459,Elvis Presley,US
460,Emerson Drive,CA
461,Eminem,US
462,En Vogue,US
465,Enur,DK
468,Eric Church,US
469,Eric Heatherly,US
470,Erick Sermon  ,US
471,Erika Shevon,US
472,Erykah Badu,US
473,Estelle,GB
474,Ester Dean,US
475,Esthero,CA
476,Evan And Jaron,US
477,Evanescence,US
482,Eve 6,US
483,Everclear,US
493,Fall Out Boy,US
494,Fantasia,US
497,Fat Life Yungstaz,US
498,Fat Man Scoop,US
499,Fatboy Slim,GB
500,Fefe Dobson,CA
501,Feist,CA
505,Ferras,US
508,Filter,US
509,Finger Eleven,CA
510,Five For Fighting,US
511,Fleetwood Mac,GB
512,Flex,PA
515,Flobots,US
516,Floetry,GB
517,Flyleaf,US
518,Foo Fighters,US
519,Fort Minor   ,US
520,Fountains Of Wayne,US
521,Foxx,GB
522,Foxy Brown,US
523,Fragma,DE
524,Framing Hanley,US
525,Francesca Battistelli,US
526,Frankee,US
529,Franz Ferdinand,GB
530,Freak Nasty,US
531,Fred Durst,US
532,Freekey Zekey,US
535,Fuel,US
536,Fundisha,XX
537,Funkmaster Flex,US
538,G Unit,US
539,G-Unit,US
540,G. Dep,US
541,GS Boyz,US
542,Garbage,US
543,Garth Brooks,US
544,Gary Allan,US
545,Gavin DeGraw,US
546,Gavin Rossdale,GB
547,Gem Star,XX
548,Gemini,US
549,George Harrison,GB
550,George Jones ,US
557,Gigi D'Agostino,IT
560,Gipp,XX
561,Glee Cast,US
562,Glenn Lewis,CA
563,Gloria Estefan,US
564,Gloriana,US
565,Gnarls Barkley,US
566,Godsmack,US
567,Goo Goo Dolls,US
568,Good Charlotte,US
571,Gorillaz,GB
574,Gretchen Wilson,US
577,Guerilla Black,US
578,Guns N' Roses,US
579,Guy,US
582,Gym Class Heroes,US
583,HIM,FI
584,Hall & Oates,US
585,Hank Williams Jr.,US
586,Hannah Montana,US
587,Hanson,US
588,Heartland,GB
589,Heather Headley,US
590,Heidi Newfield,US
591,Hellogoodbye,US
592,Hezekiah Walker,US
593,High School Musical 2 Cast,US
594,High School Musical 3 Cast,US
595,High School Musical Cast,US
596,Hilary Duff,US
597,Hinder,US
598,Hit Masters,XX
599,Hitman Sammy Sam,US
600,Hoku,US
601,Holly Brook,US
602,Hoobastank,US
603,Hot Boys,US
604,Hot Stylz,XX
605,Houston,US
606,Howie Day,US
607,Huey,US
608,Hurricane Chris,US
609,I-15,US
610,I-20,CA
611,IMx,US
612,INXS,AU
613,Ian Van Dahl,BE
614,Ice Cube,US
615,Iconz,XX
616,Ideal,DE
617,Illa Ghee,US
618,Imani Coppola,US
619,Incubus,US
620,India.Arie,US
621,Infamous 2.0,XX
622,Ingrid Michaelson,US
623,Irv Gotti,US
624,Isyss,US
625,Iyaz,VG
628,J-Shin,XX
631,J. Weav,XX
634,JC Chasez,US
635,JD,XX
636,JT Money,US
640,Ja Rule,US
641,Jabba,GB
642,Jack Ingram,US
643,Jack Johnson,US
644,Jack White,US
647,Jade Anderson,US
656,James Blunt,GB
657,James Otto,US
658,Jamey Johnson,US
659,Jamie Foxx,US
661,Jamie O'Neal,US
662,Jane's Addiction,US
665,Jason Aldean,US
666,Jason Derulo,US
667,Jason Michael Carroll,US
668,Jason Mraz,US
669,Javier,MX
670,Jay Biz,US
671,Jay Sean,GB
673,Jay-Z,US
674,Jayo Felony,US
675,Jazmine Sullivan,US
676,Jeannie Ortega,US
677,Jeezy,US
678,Jeff Bates,US
679,Jeff Beck,GB
680,Jennifer Hanson,US
681,Jennifer Hudson,US
682,Jennifer Lopez,US
683,Jeremih,US
690,Jesse McCartney,US
691,Jessica Andrews,US
692,Jessica Simpson,US
693,Jessie James,NZ
694,Jet,AU
695,Jewel,US
696,Jibbs,US
697,Jill Scott,US
698,Jim Jones,US
701,Jimmy Cozier,US
702,Jimmy Eat World,US
703,Jimmy Wayne,US
704,Jo Dee Messina,US
705,JoJo,US
706,Joe,US
709,Joe Diffie,US
712,Joe Nichols,US
717,John Mellencamp,US
718,John Michael Montgomery,US
719,John Rich,US
720,Johnta Austin,US
721,Jon B,US
724,Jonell ,US
725,Jordan Pruitt,US
726,Jordin Sparks,US
727,Josey Scott,US
728,Josh Gracin,US
731,Josh Kelley,US
732,Josh Turner,US
733,Joshua Radin,US
736,Juanes,CO
742,Julianne Hough,US
743,Julie Roberts,US
744,Jung Tru,XX
745,Junior,US
746,Junior Reid,JM
747,Junkie XL,NL
748,Justin Bieber,CA
749,Justin Moore,US
750,Justin Timberlake,US
754,K'Jon,US
755,K'Naan,CA
758,KT Tunstall,GB
759,Kalenna,US
760,Kandi,US
761,Kandi Girl,US
766,Karen O,US
767,Kat DeLuna,US
768,Kate Voegele,US
769,Katharine McPhee,US
770,Katy Perry,US
771,Ke$ha,US
774,Keak Da Sneak,US
775,Keane,GB
776,Keith Anderson,US
783,Kellie Coffey,US
784,Kellie Pickler,US
787,Kelly Osbourne,GB
788,Kelly Price,US
793,Kem,US
794,Ken-Y,FR
797,Kenny G,US
798,Kenny Rogers,US
804,Kevin Denney,US
805,Kevin Lyttle,VC
806,Kevin Rudolf,US
807,Kevon Edmonds,US
814,Kid Cudi,US
815,Kid Rock,US
816,Kidd Kidd,US
817,Kierra “KiKi” Sheard,US
818,Kiley Dean,US
822,Kim Sozzi,US
823,Kimberley Locke,US
824,King Jacob,US
825,Kings Of Leon,US
826,Kirk Franklin,US
827,Knoc-Turn'Al,US
828,Koffee Brown,US
829,Korn,US
832,Kris Allen,US
833,Kristin Chenoweth,US
834,Kristinia DeBarge,US
835,Kumbia Kings ,US
836,Kurupt,US
837,Kyjuan,XX
838,Kylie Minogue,AU
839,LFO,GB
842,LMFAO,US
843,La Mari De Chambao,ES
846,Lady Antebellum,US
849,Lady Saw,JM
850,Lady Sovereign,GB
851,Landon Pigg,US
852,Lara Fabian,BE
853,Lara McAllen,GB
854,Las Ketchup,ES
855,Lasgo,BE
856,LeAnn Rimes,US
857,LeLe,XX
858,LeToya,US
859,Lea   ,DE
860,Lee Ann Womack,US
861,Lee Greenwood,US
862,Leighton Meester,US
863,Len,CA
864,Lenny Kravitz,US
865,Leona Lewis,GB
866,Leslie Carter,XX
867,Lifehouse,US
870,Lil Bow Wow,US
873,Lil Jon & The East Side Boyz,US
874,Lil Mama,US
875,Lil Peanut,XX
876,Lil Rob,US
880,Lil Wayne,US
885,Lil' Kim Featuring 50 Cent,US
890,Lil' Zane ,US
891,Lily Allen,GB
894,Lil’ Flip,US
895,Lil’ KeKe,US
898,Lil’ Phat,US
899,Limp Bizkit,US
900,Lindsay Lohan,US
903,Lionel Richie,US
906,Live,US
907,Liz Phair,US
912,Lonestar,US
913,Loon,XX
914,Los Lonely Boys,US
915,Lostprophets,GB
916,Lou Bega,DE
917,Love And Theft,US
920,Lucas Grabeel   ,US
921,Lucy Pearl,US
922,Ludacris,US
923,Luis Fonsi,PR
924,Luke Bryan,US
925,Lumidee,US
928,Lustra,US
929,Luther Vandross,US
930,Lyfe Jennings,US
931,M. Shadows,US
932,M.I.A.,GB
933,M2M,NO
936,MIKA,GB
937,MJG,US
938,MVP,US
939,Mac McAnally,US
944,Madcon,NO
945,Madison Avenue,AU
948,Magoo,GB
949,Maino,US
950,Make It Hot,XX
951,Mana,MX
952,Mandy Moore,US
957,Marc Anthony,US
958,Marc Nelson,US
959,Marcos Hernandez,US
960,Maria Mena,NO
964,Mario,US
965,Mario Vazquez,US
968,Mark Chesnutt,US
969,Mark Curry,US
970,Mark McGrath,US
971,Mark McGuinn,US
972,Mark Wills,US
973,Maroon 5,US
976,Marsha,BE
977,Martina McBride,US
978,Marvin Gaye,US
979,Marvin Sapp,US
982,Mary Mary,US
983,Mase,US
984,Mashonda,US
988,Mat Kearney,US
989,Matisyahu,US
990,Matt And Kim,US
991,Matt Nathanson,US
992,Matthew Santos,US
993,Maxwell,US
994,Meja,SE
995,Melanie Fiona,CA
996,Melissa Etheridge,US
997,Melissa Lawson,US
1000,MercyMe,US
1001,Meryl Streep,US
1002,Metallica,US
1005,Metro Station,US
1006,Michael Buble,CA
1007,Michael Cera,CA
1008,Michael Franti,US
1009,Michael Jackson,US
1010,Michael Stipe,US
1013,Mickey,US
1014,Mikaila,US
1018,Mike Shorey,US
1021,Mims,US
1022,Mint Condition,US
1023,Miranda Cosgrove,US
1024,Miranda Lambert,US
1025,Mis-Teeq,GB
1026,Missy Elliott,US
1027,Missy Elliott   ,US
1028,Mitchel Musso,US
1029,Mobb Deep,US
1030,Moby,US
1031,Modest Mouse,US
1032,Modjo,FR
1033,Monchy & Alexandra,DO
1036,Montell Jordan,US
1037,Montgomery Gentry,US
1038,Mos Def,US
1039,Mr. C The Slide Man,US
1044,Mr. Hudson,GB
1045,Mr. Tan,XX
1046,Mr. Vegas,JM
1049,Ms. Thing,JM
1050,Ms. Toi,US
1051,Mudvayne,US
1055,Muse,GB
1056,Musiq Soulchild,US
1057,My Chemical Romance,US
1060,Mynt,US
1063,N.O.R.E.,US
1064,NB Ridaz   ,US
1065,Nappy Roots,US
1068,Natalie,US
1069,Natalie Imbruglia,AU
1070,Natasha Bedingfield,GB
1071,Natasja,DK
1074,Naughty By Nature,US
1075,Ne-Yo,US
1076,Neal McCoy,US
1081,New Boyz,US
1082,New Edition,US
1083,New Found Glory,US
1084,New Kids On The Block,US
1085,NewSong,US
1088,Nick Cannon    ,US
1089,Nick Jonas,US
1092,Nickelback,CA
1095,Niia,US
1096,Nina Sky   ,US
1097,Nine Days,US
1098,Nine Inch Nails,US
1099,Nirvana,US
1100,Nitty,US
1103,No Doubt,US
1104,Norah Jones,US
1105,Noyd,US
1106,Nu Flavor,US
1107,O-Town,US
1108,O.A.R.,US
1109,OJ Da Juiceman,US
1110,OK Go,US
1111,Oakenfold,GB
1112,Oasis,GB
1113,Obie Trice,US
1114,Ol' Dirty Bastard,US
1115,Olivia,AU
1116,Olu Dara,US
1122,Orianthi,AU
1123,Our Lady Peace,CA
1124,OutKast,US
1125,Outlawz,US
1126,Owl City,US
1127,Ozzy Osbourne,GB
1130,P$C,GB
1131,P.O.D.,US
1132,Panic! At The Disco,US
1133,Panjabi MC,GB
1134,Papa Roach,US
1135,Papoose,US
1136,Parachute,US
1137,Paramore,US
1138,Paris Hilton,US
1139,Pastor Troy,US
1140,Pat Green,US
1141,Patrick Stump,US
1142,Patti LaBelle,US
1143,Patty Loveless,US
1144,Paul McCartney,GB
1145,Paul McCoy,US
1150,Paula Abdul,US
1151,Paula DeAnda,US
1152,Paulina Rubio,MX
1153,Pearl Jam,US
1154,Peedi Crakk,US
1157,Pharoahe Monch,US
1161,Phil Collins,GB
1162,Phil Vassar,US
1163,Philly's Most Wanted,XX
1164,Phoenix,GB
1165,Pied Piper,GB
1166,Pilar Montenegro,MX
1169,Plain White T's,US
1170,Play-N-Skillz,US
1171,Playaz Circle,US
1177,Polow Da Don,US
1178,Pras,DK
1179,Pretty Ricky,XX
1180,Prince,US
1181,Prodigy,GB
1182,Profyle,US
1185,Public Announcement,US
1186,Puddle Of Mudd,US
1187,Puff Daddy,US
1188,Purple Ribbon All-Stars,GB
1191,QB Finest,XX
1192,Queens Of The Stone Age,US
1195,R.E.M.,US
1198,RBD,MX
1199,RKM,PR
1200,Radiohead,GB
1201,Rage Against The Machine,US
1202,Raheem DeVaughn,US
1205,Randy Houser,US
1206,Randy Jackson,US
1209,Raphael Saadiq,US
1210,Rascal Flatts,US
1211,Ratatat,US
1214,Ray LaMontagne,US
1215,Rayvon,US
1218,Rebecca Lynn Howard,US
1219,Red Hot Chili Peppers,US
1223,Regina Spektor,US
1224,Rehab,US
1225,Reina,US
1226,Relient K,US
1227,Rell,US
1228,Remy Ma,US
1229,Remy Shand,CA
1230,Ric-A-Che,XX
1231,Ricardo “RikRok” Ducent,GB
1235,Ricky Martin,PR
1240,Robbie Williams,GB
1241,Robin Thicke,US
1242,Rocko,US
1243,Rodney Atkins,US
1246,Ron Isley,US
1247,Ruben Studdard,US
1248,Ruff Endz,US
1249,Rupee,BB
1250,Ryan Cabrera,US
1251,Ryan Duarte,XX
1252,Ryan Leslie,US
1253,S Club 7,GB
1254,SHeDAISY,US
1255,Sacario,XX
1256,Sade,GB
1257,Sadiyyah,XX
1258,Saliva,US
1259,Samantha Mumba,IE
1262,Santana,US
1265,Sara Evans,US
1266,Sarah Connor,DE
1267,Sarah McLachlan,CA
1268,Sarina Paris,CA
1269,Sasha,GB
1270,Savage,IT
1271,Savage Garden,AU
1272,Saving Abel,US
1273,Saving Jane,US
1274,Scar,XX
1275,Scarface,US
1276,Scotty Emerick,US
1277,Seal,GB
1278,Sean Garrett,US
1289,Secondhand Serenade,US
1290,Seether,US
1291,Selena Gomez,US
1292,September,SE
1293,Serj Tankian,LB
1294,Shade Sheist,US
1295,Shaggy,JM
1298,Shanell,US
1299,Shania Twain,CA
1300,Shareefa,US
1301,Sharissa,US
1302,Shaun Ryder,GB
1305,Shawty Lo,US
1306,Sheryl Crow,US
1307,Sheryl Crow ,US
1308,Shifty Shellshock,US
1309,Shinedown,US
1310,Shontelle,BB
1311,Shop Boyz,US
1312,Shwayze,US
1315,Silversun Pickups,US
1316,Simple Plan,CA
1320,Sister Hazel,US
1321,Sixpence None The Richer,US
1322,Skillet,US
1323,Skip,US
1326,Slim,GB
1329,Slum Village,US
1330,Smash Mouth,US
1331,Smilez,US
1332,Smokie Norful,US
1335,Snow Patrol,GB
1336,SoShy,FR
1337,Sole,US
1338,Soluna,AR
1339,Son By Four,PR
1340,Sonique,GB
1341,SoulDecision,CA
1344,Soulja Slim,US
1345,Southstar,DE
1346,Spearhead,GB
1347,Spectacular! Cast,US
1348,Spice Girls,GB
1349,Splender,US
1350,Spliff Star,US
1351,Spragga Benz,JM
1352,Squeak E. Clean,XX
1353,St. Lunatics,US
1354,Stacie Orrico,US
1357,Staind,US
1358,Static Major,US
1359,Steve Azar,US
1360,Steve Holy,US
1361,Steve Wariner,US
1362,Stevie Wonder,US
1365,Stone Sour,US
1366,Stone Temple Pilots,US
1367,Studio All-Stars,XX
1370,Styles Of Beyond,US
1371,Styles P.,US
1372,Sugababes,GB
1373,Sugar Ray,US
1374,Sugarland,US
1375,Sum 41,CA
1376,Sunday,EE
1377,Sunshine Anderson,US
1378,SupaSTAAR,XX
1379,Super Cat ,JM
1380,Superpower,DE
1381,Susan Boyle,GB
1382,Sweet Rush,CA
1383,Switchfoot,US
1390,Synyster Gates,US
1391,System Of A Down,US
1399,T.O.K.,DE
1400,TLC,US
1401,TRUSTcompany,US
1402,Taking Back Sunday,US
1403,Talib Kweli,US
1404,Tamar Braxton,US
1407,Tammy Cochran,US
1408,Tammy Rugger,US
1409,Tank,GB
1410,Tanto Metro,JM
1411,Tateeze,US
1414,Taylor Hicks,US
1417,Teairra Mari,US
1418,Teddy Geiger,US
1419,Teena Marie,US
1420,Telepopmusik,FR
1421,Tenacious D,US
1422,Terri Clark,CA
1423,Terror Squad,US
1424,Tha Eastsidaz,US
1425,Tha Rayne,US
1426,Thalia,MX
1427,The African Children's Choir,XX
1428,The Afters,US
1429,The Alchemist,US
1430,The All-American Rejects,GB
1431,The Ataris,US
1432,The Black Eyed Peas,US
1433,The Bravery,US
1434,The Calling,US
1435,The Cheetah Girls,US
1436,The Clark Family Experience,US
1437,The Click Five,US
1438,The Corrs,IE
1439,The DEY,US
1440,The Flipmode Squad,US
1441,The Fratellis,GB
1447,The Hives,SE
1448,The Isley Brothers,US
1449,The Killers,US
1450,The Last Goodnight,US
1451,The Lonely Island,US
1452,The Lost Trailers,US
1453,The Love Fe,XX
1454,The Lox,US
1455,The Mars Volta,US
1456,The Naked Brothers Band,XX
1457,The Neptunes,US
1458,The Notorious B.I.G.,US
1459,The Offspring,US
1460,The Pack,US
1461,The Postal Service,US
1462,The Product G&B,US
1463,The Pussycat Dolls,US
1464,The Raconteurs,US
1465,The Red Jumpsuit Apparatus,US
1466,The Roc Project,XX
1467,The Rock Heroes,XX
1468,The Rolling Stones,GB
1469,The Roots,US
1470,The SNS Express,XX
1471,The Scene,NL
1472,The Script,IE
1473,The Shins,US
1474,The Smashing Pumpkins,US
1475,The Strokes,US
1476,The Swell Season,DE
1477,The Ting Tings,GB
1478,The Used,US
1479,The Veronicas,AU
1480,The Voice of Harlem,XX
1481,The Wailers,JM
1482,The Wallflowers,US
1483,The White Stripes,US
1484,The White Tie Affair,US
1485,The Wiseguys,GB
1491,Theory Of A Deadman,CA
1492,Third Eye Blind,US
1493,Thirty Seconds To Mars,US
1494,Three 6 Mafia,US
1495,Three Days Grace,CA
1496,Thriving Ivory,US
1497,Thrust,US
1501,Tim Rushlow,US
1504,Tina Arena,AU
1508,Toby Love,US
1509,Tom Higgenson,US
1510,Tom Petty,US
1511,Tommy Lee,US
1512,Tommy Shane Steiner,US
1513,Tommy Torres,PR
1514,Toni Braxton,US
1515,Tony Halliday,XX
1516,Tony Manshino,XX
1517,Tony Sunshine,US
1518,Tony Yayo,US
1519,Tony! Toni! Tone!,US
1520,Too $hort,US
1521,Tool,US
1522,Torrey Carter,US
1525,Tra-Knox,XX
1526,Trace Adkins,US
1527,Tracie Spencer,US
1528,Tracy Byrd,US
1529,Tracy Lawrence,US
1530,Train,US
1531,Trapt,US
1532,Travis McCoy,US
1533,Travis Tritt,US
1534,Trent Tomlinson,US
1541,Trick Pony,US
1542,Trick-Trick,US
1543,Trillville,US
1549,Truth Hurts,US
1550,Turk,US
1558,Ty Herndon,US
1559,Tyga,US
1569,Unk,US
1573,V.I.C.,US
1574,Van Zant,US
1575,Vanessa Anne Hudgens,US
1578,Vanessa Hudgens,US
1579,Various Artists,XX
1580,Velvet Revolver,US
1581,Vertical Horizon,US
1584,Violator,BR
1587,Vitamin C,US
1588,Vivian Green,US
1589,WC,US
1590,WE the Kings,US
1591,Wacko,US
1592,Wale,US
1593,Wayne Wonder,JM
1596,Webstar,XX
1597,Weebie,XX
1598,Weezer,US
1599,Weird Al Yankovic,US
1600,Westlife,IE
1601,Westside Connection,US
1602,Whitney Houston,US
1603,Will Smith,US
1604,Willa Ford,US
1605,William Orbit,GB
1608,Wisin & Yandel,PR
1609,Wonder Girls,KR
1612,Wynonna,XX
1613,Wynter,US
1614,X-Ecutioners,US
1615,Xscape,US
1616,Xzibit,US
1617,Yael Naim,FR
1618,Yankee Grey,US
1619,Yanou,DE
1620,Yasmeen,XX
1621,Yeah Yeah Yeahs,US
1622,Yellowcard,US
1626,Yo Gotti,US
1627,Yolanda Adams,US
1628,Young B,US
1629,Young Bo$$,XX
1633,Young D,US
1636,Young Gunz,US
1644,Young Money,US
1645,Young Rome,US
1646,YoungBloodZ,US
1647,YoungBloodz,US
1648,Yung Berg,XX
1653,Yung L.A.,US
1654,Yung Wun,US
1656,Zac Brown Band,US
1657,Zac Efron,US
1658,Zombie Nation,DE
1659,iio,US
1660,matchbox twenty,US
1661,t.A.T.u.,RU
1662,will.i.am,US
