index,artist,country
87,Dean Reed,XG
88,Dee Clark,US
89,Della Reese,US
90,Diane Maxwell,US
91,Dick Flood,US
92,Dicky Doo And The Don'ts,US
93,Dinah Washington,US
94,Dion & The Belmonts,US
95,Dodie Stevens,US
96,Domenico Modugno,IT
97,Don Costa,US
98,Don French,US
99,Don Gibson,US
100,Donnie Owens,US
101,Doris Day,US
102,Dorothy Collins,CA
103,Doug Franklin,US
104,Duane Eddy And The Rebels,US
105,E.C. Beatty,US
106,Earl Grant,US
107,Ed Townsend,US
108,Edd Byrnes,US
109,Eddie Cochran,US
110,Eddie Fontaine,US
111,Eddie and Betty,US
112,Eddy Arnold,US
113,Edmundo Ros,GB
114,Edward Byrnes,US
115,Eileen Rodgers,US
116,Elvis Presley,US
117,Enoch Light & The Light Brigade,US
118,Ernie Fields,US
119,Eugene Church,US
120,Eydie Gorme,US
121,Fabian,US
122,Faron Young,US
123,Fats Domino,US
124,Fireballs,ZM
125,Fireflies,US
126,Floyd Robinson,US
127,Franck Pourcel's French Fiddles,FR
128,Frank Gallup,US
129,Frank Sinatra,US
130,Frankie Avalon,US
131,Frankie Ford,US
132,Frankie Vaughan,GB
133,Freddie Cannon,US
134,Freddy Cannon,US
135,Gary Stites,US
136,Gene & Eunice,US
137,George Hamilton IV,US
138,George Jones,US
139,Georgia Gibbs,US
140,Georgie Young,US
141,Gerry Granahan,US
142,Gino & Gina,US
143,Gogi Grant,US
144,Gordon MacRae,US
145,Graduates,US
146,Guy Mitchell,US
147,Hank Ballard And The Midnighters,US
148,Harvey & The Moonglows,US
149,Hawkshaw Hawkins,US
150,His Orchestra,US
151,Homer And Jethro,US
152,Hot-Toddys,US
153,Huelyn Duvall,US
154,"Huey ""piano"" Smith With His Clowns",US
155,Hugo & Luigi,IT
156,Ivan,IT
157,Ivo Robic and The Song-Masters,HR
158,Ivory Joe Hunter,US
159,Jack Scott,US
160,Jackie Lee,US
161,Jackie Wilson,US
162,Jacky Noguez,US
163,James Brown And The Famous Flames,US
164,Jan & Arnie,US
165,Jan & Dean,GB
166,Jane Morgan,US
167,Janice Harper,US
168,Jaye P. Morgan,US
169,Jeanette Baker,US
170,Jerry Butler and The Impressions,US
171,Jerry Fuller,US
172,Jerry Keller,US
173,Jerry Lee Lewis,US
174,Jerry Vale,US
175,Jerry Wallace,US
176,Jesse Belvin,US
177,Jesse Lee Turner,US
178,Jill Corey,US
179,Jim Backus,US
180,Jim Reeves,US
181,Jimmie Rodgers,US
182,Jimmy Barnes,AU
183,Jimmy Beck,US
184,Jimmy Bowen with the Rhythm Orchids,US
185,Jimmy Clanton,US
186,Jimmy Darren,US
187,Jimmy Jones,US
188,Jimmy Reed,US
189,Jivin' Gene And The Jokers,US
190,Jodie Sands,US
191,Jody Reynolds,US
192,Joe Damiano,US
193,Joe Medlin,US
194,Joe South,US
195,Joe Turner,US
196,John Fred And The Playboys,US
197,Johnnie Ray,US
198,Johnny And The Hurricanes,US
199,Johnny Cash,US
200,Johnny Horton,US
201,Johnny Mastro,US
202,Johnny Mathis,US
203,Johnny Nash,US
204,Johnny Otis,US
205,Johnny Preston,US
206,Johnny Restivo,US
207,Johnny Tillotson,US
208,Joni James,US
209,June Valli,US
210,Kalin Twins,US
211,Kathy Linden,US
212,Keely Smith,US
213,Kitty Kallen,US
214,Kitty Wells,US
215,LaVern Baker,US
216,Larry Hall,US
217,Lee Allen And His Band,US
218,Lee Andrews And The Hearts,US
219,Lee and Paul,US
220,Les Paul And Mary Ford,US
221,Leslie Uggams,US
222,Linda Laurie,US
223,Link Wray And The Wraymen,US
224,Little Anthony And The Imperials,US
225,Little Bill and The Bluenotes,US
226,Little Richard,US
227,Little Willie John,US
228,Lloyd Price,US
229,Lord Rockingham's XI,GB
230,Louis Prima,US
231,Marie & Rex,GB
232,Mark Dinning,US
233,Marty Robbins,US
234,Marv Johnson,US
235,Marvin Rainwater,US
236,Mike Preston,GB
237,Miss Toni Fisher,US
238,Mitch Miller,US
239,Mitchell Torok,US
240,Nappy Brown,US
241,Nat King Cole,US
242,Neil Sedaka,US
243,Nicola Paone,IT
244,Nina Simone,US
245,Oscar McLollie,US
246,Pat Boone,US
247,Pat and the Satellites,US
248,Patti Page,US
249,Paul Anka,CA
250,Paul Anka-Geo. Hamilton IV-Johnny Nash,US
251,Paul Evans and the Curls,US
252,Paul Gayten,US
253,Peggy Lee,US
254,Perez Prado,CU
255,Perry Como,US
256,Phil Phillips With The Twilights,US
257,Polly Bergen,US
258,Poni-Tails,US
259,Preston Epps,US
260,Quaker City Boys,US
261,Ralph DeMarco,US
262,Ray Anthony and His Orchestra,US
263,Ray Charles and The Raylettes,US
264,Ray Peterson,US
265,Ray Price,US
266,Ray Sharpe,US
267,Raymond Lefevre and His Orchestra,FR
268,Reg Owen & His Orchestra,GB
269,Richard Barrett With The Chantels,US
270,Ricky Nelson,US
271,Ritchie Valens,US
272,Robert & Johnny,DE
273,Robert Mitchum,US
274,Robin Luke,US
275,Rocco Granata and the International Quintet,BE
276,Rock-A-Teens,US
277,Rocky Olson,DE
278,Rod Bernard,US
279,Rod Lauren,US
280,Roger Smith,GB
281,Roger Williams,US
282,Ronnie Hawkins,CA
283,Ronnie Height,US
284,Roy Hamilton,US
285,Royal Teens,US
286,Ruby Wright,US
287,Rusty York,US
288,Ruth Brown,US
289,Sam Cooke,US
290,Sammy Turner,US
291,Sandy Nelson,US
292,Santo & Johnny,US
293,Sarah Vaughan,US
294,Scott Garrett,US
295,Sheb Wooley,US
296,Sil Austin,US
297,Skip And Flip,US
298,Sonia Pryor Choir,US
299,Sonny James,US
300,Sonny Spencer,US
301,Spencer & Spencer,US
302,Stan Freberg,US
303,Stan Robinson,US
304,Steve Lawrence,US
305,Stonewall Jackson,US
306,Tab Hunter,US
307,Tennessee Ernie Ford,US
308,Teresa Brewer,US
309,The 5 Chanels,US
310,The Accents,US
311,The Ames Brothers,US
312,The Applejacks,GB
313,The Bell Notes,US
314,The Big Sound Of Don Ralke,US
317,The Browns,US
318,The Cadillacs,US
319,The Champs,US
320,The Chargers,US
321,The Chipmunks,US
322,The Chipmunks With David Seville,US
323,The Chordettes,US
324,The Clovers,US
325,The Coasters,US
326,The Crests,US
327,The Crickets,US
328,The Daddy-O's,US
329,The Danleers,US
330,The DeCastro Sisters,US
331,The Diamonds,CA
332,The Drifters,US
333,The Dubs,US
334,The Elegants,US
335,The Eternals,US
336,The Everly Brothers,US
337,The Exotic Sounds of Martin Denny,US
338,The Falcons,US
339,The Fiestas,US
340,The Five Blobs,US
341,The Flamingos,US
342,The Fleetwoods,US
343,The Fontane Sisters,US
344,The Four Aces,US
345,The Four Coins,US
346,The Four Esquires,US
347,The Four Knights,US
348,The Four Lads,CA
349,The Four Preps,US
350,The Frantics,CA
351,The Gaylords,US
352,The Genies,US
353,The Harry Simeone Chorale,US
354,The Hawks,CA
355,The Honeycones,US
356,The Impalas,US
357,The Intruders,US
358,The Islanders,US
359,The Isley Brothers,US
360,The Jamies,US
361,The Jewels,US
362,The Johnny Otis Show,US
363,The Jordanaires,US
364,The Kalin Twins,US
365,The Kingsmen,US
366,The Kingston Trio,US
367,The Kirby Stone Four,US
368,The Knightsbridge Strings,GB
369,The Knockouts,SE
370,The Mark IV,US
371,The Mary Kaye Trio,US
372,The McGuire Sisters,US
373,The Megatrons,US
374,The Mickey Mozart Quintet,AT
375,The Mills Brothers,US
376,The Miracles,US
377,The Morgan Brothers,US
378,The Mormon Tabernacle Choir,US
379,The Mystics,US
380,The Nu Tornados,US
381,The Nutty Squirrels,US
382,The Olympics,US
383,The Passions,GB
384,The Platters,US
385,The Playboys,GB
386,The Playmates,US
387,The Quarter Notes,US
388,The Quin-Tones,US
389,The Raiders,US
390,The Redjacks,US
391,The Revels,US
392,The Rinky-Dinks,US
393,The Rivieras,US
394,The Rockin R's,US
395,The Royaltones,US
396,The Shields,US
397,The Shirelles,US
398,The Skyliners,US
399,The Slades,US
400,The Spacemen,US
401,The Strangers,US
402,The Swallows,US
403,The Tassels,US
404,The Teddy Bears,US
405,The Tempos,US
406,The Tennessee Two,US
407,The Three G's,US
408,The Tommy Dorsey Orchestra,US
409,The Tradewinds,US
410,The Trumpeteers,US
411,The Tune Rockers,US
412,The Twisters,CA
413,The Upbeats,NZ
414,The Virtues,US
415,The Viscounts,GB
416,The Wailers,JM
417,The Wild-Cats,US
418,Thomas Wayne With the Delons,US
419,Thurston Harris,US
420,Titus Turner,US
421,Tommy Dee with Carol Kay and the Teen-Aires,US
422,Tommy Edwards,US
423,Tommy Facenda,US
424,Tommy Mara,US
425,Tommy Sands,US
426,Toni Arden,US
427,Tony And Joe,US
428,Tony Bellus,US
429,Tony Bennett,US
430,Tony Dallara,IT
431,Travis & Bob,US
432,Vaughn Monroe,US
433,Wade Flemons and the Newcomers,US
434,Warren Covington,US
435,Warren Storm,US
436,Webb Pierce,US
437,Wilbert Harrison,US
438,Willy Alberti,NL
439,Wink Martindale,US
