index,artist,country
388,Elvis Presley,US
389,"Emerson, Lake & Powell",GB
392,Engelbert,GB
393,Engelbert Humperdinck,GB
394,England Dan,US
395,Enuff Z'Nuff,US
396,Enya,IE
397,Erasure,GB
398,Eria Fachin,XX
399,Eric B. & Rakim,US
400,Eric Carmen,US
401,Eric Clapton,GB
402,Eric Hine,GB
403,Eric Martin,US
404,Eric Troyer,US
405,Eugene Wilde,US
406,Eurogliders,AU
407,Europe,SE
408,Eurythmics,GB
409,"Evelyn ""Champagne"" King",US
410,Evelyn King,US
411,Evelyn Thomas,US
412,Expose,US
413,Eye To Eye,FR
414,F.R. David,FR
415,Face To Face,US
416,Fairground Attraction,GB
417,Falco,AT
418,Far Corporation,GB
419,Fat Boys,US
420,Feargal Sharkey,GB
421,Felix Cavaliere,US
422,Felly,US
423,Felony,US
424,Festival,XX
425,Figures On A Beach,US
426,Fine Young Cannibals,GB
427,Fiona,US
428,Fire Inc.,US
429,Firefall,US
430,Five Star,GB
431,Fleetwood Mac,GB
432,Foghat,GB
433,Force M.D.'s,US
434,Foreigner,US
435,Fortune,FR
436,Four Tops,US
437,Frank Sinatra,US
438,Frank Stallone,US
439,Frank Zappa,US
440,Franke & The Knockouts,US
441,Frankie Beverly,XX
442,Frankie Goes To Hollywood,GB
443,Frankie Miller,GB
444,Frankie Smith,US
445,Frankie Valli,US
446,Fred Knoblock,US
447,Fred Parris & The Five Satins,US
448,Freddie Jackson,US
449,Freddie Mercury,GB
450,Freddy Cannon & The Belmonts,US
451,Frida,SE
452,Frozen Ghost,ZA
453,Full Force,US
454,GQ,US
455,GTR,GB
456,Gamma,DE
457,Gardner Cole,US
458,Garland Jeffreys,US
459,Gary Burbank,XX
460,Gary Numan,GB
461,Gary O',CA
462,Gary Portnoy,US
463,Gary U.S. Bonds,US
464,Gary Wright,US
465,Gavin Christopher,US
466,Gene Cotton,US
467,Gene Loves Jezebel,GB
468,General Public,GB
469,Genesis,GB
470,Gentle Persuasion,US
473,George Burns,US
476,George Harrison,GB
480,George Thorogood & The Destroyers,US
481,Georgio,FR
482,Gerard McMahon,XX
483,Gerry Rafferty,GB
484,Get Wet,US
485,Giant,US
486,Giant Steps,GB
487,Gidea Park,XX
488,Gina Go-Go,XX
489,Gino Vannelli,CA
490,Giorgio Moroder,IT
491,Giuffria,US
492,Gladys Knight And The Pips,US
493,Glass Moon,US
494,Glass Tiger,CA
495,Glen Burtnick,US
496,Glen Campbell,US
497,Glenn Frey,US
498,Glenn Jones,US
499,Glenn Medeiros,US
500,Glenn Shorrock,AU
501,Gloria Estefan,US
502,Go West,GB
503,Go-Go's,GR
504,Goanna,AU
505,Godley & Creme,GB
506,Golden Earring,NL
507,Good Question,US
508,Gordon Lightfoot,CA
509,Grace Jones,US
510,Grace Slick,US
511,Graham Nash,GB
512,Graham Parker,GB
513,Grand Master Melle Mel And The Furious Five With Mr Ness & Cowboy,US
514,Grandmaster Flash,US
515,Grateful Dead,US
516,Grayson Hugh,US
517,Great White,US
518,Greg Guidry,US
519,Greg Kihn,US
520,Greg Lake,GB
521,Gregory Abbott,US
522,Gregory Hines,US
523,"Grover Washington, Jr.",US
524,Guns N' Roses,US
527,Gwen Guthrie,US
528,"Hagar, Schon, Aaronson, Shrieve",US
529,Haircut One Hundred,GB
530,Harold Faltermeyer,DE
531,Harry Chapin,US
532,Hawks,US
533,Haysi Fantayzee,GB
534,Heart,US
535,Heaven 17,XX
536,Helen Reddy,AU
537,Helen Terry,GB
538,Henry Lee Summer,US
539,Henry Paul Band,XX
540,Herb Alpert,US
541,Herbie Hancock,US
542,High Inergy,US
543,Hipsway,GB
544,His Manhattan Swing Orchestra,XX
545,Holly Johnson,GB
546,Holly Knight,US
547,Honeymoon Suite,CA
548,Hooters,US
549,Hot Chocolate,GB
550,Hotel,US
551,House Of Lords,US
552,Howard Hewett,US
553,Howard Jones,GB
554,Huey Lewis & The News,US
555,Hughes/Thrall,XX
556,Humble Pie,GB
557,INXS,AU
558,Ice-T,FR
559,Icehouse,AU
560,Icicle Works,GB
561,Indigo Girls,US
562,Industry,US
563,Information Society,US
564,Inner City,US
565,Irene Cara,US
566,Ironhorse,CA
567,Isaac Hayes,US
568,Isle Of Man,AR
569,"Isley, Jasper, Isley",US
570,Ivan Neville,US
571,J. Blackfoot,US
572,J.D. Drews,DE
575,J.J. Fad,US
576,Jack Wagner,US
577,Jackie DeShannon,US
578,Jackie English,XX
581,James Brown,US
587,James Last Band,XX
588,James Taylor,US
589,Jan Hammer,US
592,Janet Jackson,US
593,Janey Street,XX
594,Janis Ian,US
595,Jarreau,US
596,Jay Black,US
597,Jaya,PH
598,Jean Beauvoir,US
599,Jean Knight,US
600,Jeff Beck,GB
601,Jeff Lorber,US
602,Jeff Lynne,GB
603,Jefferson Starship,US
607,Jellybean,US
608,Jennifer Holliday,US
609,Jennifer Rush,US
613,Jenny Burton,US
614,Jermaine Jackson,US
615,Jermaine Stewart,US
616,Jerry Reed,US
617,Jesse Johnson,US
618,Jesse Johnson's Revue,XX
619,Jesse Winchester,US
620,Jim Capaldi,GB
621,Jim Hurt,US
622,Jim Kirk And The Tm Singers,XX
623,Jim Photoglo,US
624,Jim Steinman,US
627,Jimmy Buffett,US
628,Jimmy Davis & Junction,US
629,Jimmy Hall,US
630,Jimmy Harnen With Synch,XX
631,Jimmy Ruffin,US
632,Jive Bunny & The Mastermixers,GB
633,Joan Armatrading,GB
634,Joan Jett & the Blackhearts,US
635,Joboxers,GB
636,Jocelyn Brown,XX
637,Jody Watley,US
638,"Joe ""Bean"" Esposito",US
641,Joe Dolce,AU
642,Joe Esposito,US
643,Joe Fagin,GB
644,Joe Jackson,XX
645,Joe Sun,XX
646,Joe Walsh,US
647,Joel Diamond,XX
648,Joey Scarbury,US
649,John Anderson,US
650,John Cafferty,US
651,John Cougar,US
654,John Eddie,US
655,John Fogerty,US
656,John Ford Coley,US
657,John Hunter,XX
658,John Lennon,GB
659,John Mellencamp,US
660,John O'Banion,US
661,John Parr,GB
662,John Schneider,US
663,John Stewart,US
664,John Taylor,GB
665,John Waite,GB
666,Johnny Gill,US
667,Johnny Hates Jazz,GB
668,Johnny Kemp,BS
669,Johnny Lee,US
672,Jon & Vangelis,GR
673,Jon Astley,GB
674,Jon Butcher Axis,US
675,Jonathan Butler,US
676,Joni Mitchell,CA
677,Josie Cotton,US
678,Journey,US
679,Joyce Cobb,US
680,Joyce Kennedy,US
681,Judas Priest,GB
682,Judson Spence,XX
683,Juice Newton,US
684,Jules Shear,US
685,Julian Cope,GB
686,Julian Lennon,GB
687,Julio Iglesias,ES
688,Jump 'n The Saddle,US
689,Junior,US
690,K.C.,DE
691,K.T.P.,PL
692,KBC Band,XX
693,KC,DE
694,KC And The Sunshine Band,US
695,KISS,US
696,KIX,US
697,Kajagoogoo,GB
698,Kano,GB
699,Kansas,US
700,Karen Kamon,US
701,Karla Bonoff,US
704,Kashif,US
707,Katrina And The Waves,GB
708,Keith Sweat,XX
709,Kenny G,US
710,Kenny Loggins,US
711,Kenny Nolan,US
715,Kermit (Jim Henson),US
716,Kevin Paige,US
717,Kevin Raleigh,XX
718,Kiara,VE
719,Kid Creole & The Coconuts,US
723,Kim Mitchell,CA
724,Kim Wilde,GB
725,King,US
726,Kingdom Come,US
727,Kings Of The Sun,AU
728,Kip Winger,US
729,Kissing The Pink,GB
730,Klique,US
731,Klymaxx,US
732,Kon Kan,CA
733,Kool & The Gang,US
734,Kool Moe Dee,US
735,Korona,XX
736,Krokus,CH
737,Kurtis Blow,US
738,Kylie Minogue,AU
739,L'Trimm,US
740,L.T.D.,US
741,LL Cool J,US
742,La Flavour,US
743,LaToya Jackson,US
744,Laban,DK
745,Laid Back,DK
746,Lakeside,US
747,Lani Hall,US
748,Lanier & Co.,US
751,Larry Elgart,US
752,Larry Graham,US
753,Larry John McNally,US
754,Larry Lee,US
755,Larsen-Feiten Band,US
756,Laura Branigan,US
757,LeRoux,US
758,Led Zeppelin,GB
759,Lee Greenwood,US
760,Lee Ritenour,US
761,Leif Garrett,US
762,Lenny LeBlanc,US
763,Lenny White,US
764,Lenny Williams,US
765,Lenore O'malley,XX
766,Leo Sayer,GB
767,Leon Haywood,US
768,Leon Redbone,US
769,Leslie Pearl,XX
770,Level 42,XX
771,Levert,US
772,Lil Louis,US
773,Limahl,GB
774,Limited Warranty,XX
775,Linda Clifford,US
776,Linda Ronstadt,US
777,Lindsey Buckingham,US
780,"Lipps, Inc.",US
781,Liquid Gold,GB
782,Lisa Lisa And Clult Jam,US
783,Lita Ford,US
784,Little Richard,US
785,Little River Band,AU
786,Little Steven,US
787,Living Colour,US
788,Living In A Box,GB
789,Livingston Taylor,US
790,Lobo,US
791,Lone Justice,US
792,Lonzo And World Class Wreckin Kru,US
793,Loose Ends,GB
794,Lorenzo Lamas,US
795,Los Lobos,US
796,Lou Christie,US
797,Lou Gramm,US
798,Lou Rawls,US
799,Louis Armstrong,US
800,Louise Tucker,GB
801,Love And Money,GB
802,Love And Rockets,GB
803,Loverboy,CA
804,Loz Netto,GB
805,Luis Cardenas,US
806,Lulu,XX
809,M,XX
810,M + M,XX
811,M/A/R/R/S,US
812,Mac Davis,US
813,Mac McAnally,US
814,Madleen Kane,SE
815,Madness,GB
816,Madonna,US
817,Magazine 60,XX
818,Mai Tai,NL
819,Manfred Mann's Earth Band,GB
820,Marc Almond,GB
821,Marcia Griffiths,JM
822,Marcy Levy & Robin Gibb,GB
823,Maria Vidal,US
824,Marillion,GB
827,Marshall Crenshaw,US
828,Martha Davis,US
829,Martika,US
830,Martin Briley,GB
831,Marty Balin,US
832,Marvin Gaye,US
833,Mary Jane Girls,US
834,Mary Macgregor,US
835,Matthew Wilder,US
836,Maureen Steele,XX
837,Maurice White,US
838,Max Werner,NL
839,Maxi Priest,GB
840,Maze,XX
841,McGuffey Lane,US
842,Meat Loaf,US
843,Meco,US
844,Mel & Kim,GB
845,Meli'sa Morgan,XX
846,Melissa Etheridge,US
847,Melissa Manchester,US
848,Men At Work,AU
849,Men Without Hats,CA
850,Menudo,PR
851,Merry Clayton,US
852,Metallica,US
855,Mica Paris,GB
856,Michael Bolton,US
857,Michael Damian,US
858,Michael Gore,US
862,Michael Johnson,US
866,Michael Morales,XX
867,Michael Murphey,US
868,Michael Sembello,US
869,Michael Stanley Band,US
870,Michel'le,DE
871,Michelle Shocked,US
874,Mickey Gilley,US
875,Midge Ure,GB
876,Midnight Oil,AU
877,Midnight Star,US
878,Mike + The Mechanics,GB
879,Mike Pinera,US
880,Mike Post,US
881,Mike Reno And Ann Wilson,US
882,Milli Vanilli,DE
883,Millions Like Us,XX
884,Mink De Ville,US
885,Minor Detail,IE
886,Misiing Persons,US
887,Missing Persons,US
888,Mistress,GB
889,Mitch Ryder,US
890,Models,AU
891,Modern English,GB
892,Molly Hatchet,US
893,Mondo Rock,AU
894,More Stars On 45,NL
895,Morris Day,US
896,Motley Crue,US
897,Moving Pictures,XX
898,Mr. Mister,US
899,Mtume,US
900,Murray Head,GB
901,Musical Youth,GB
902,Naked Eyes,GB
903,Nancy Martinez,CA
904,Narada Michael Walden,US
905,Natalie Cole,US
906,Nazareth,GB
907,Neil Diamond,US
908,Neil Sedaka,US
909,Neil Young,CA
910,Nena,DE
911,Neneh Cherry,SE
912,New Edition,US
913,New Kids On The Block,US
914,New Order,GB
915,Newcity Rockers,XX
916,Newcleus,US
917,Nia Peeples,US
918,Nick Jameson,US
919,Nick Lowe And His Cowboy Outfit,GB
920,Nicolette Larson,US
921,Nielsen/Pearson,XX
922,Night,RU
923,Night Ranger,US
924,Nik Kershaw,GB
925,Nikki Wills,GB
926,Nile Rodgers,US
927,Nocera,XX
928,Noel,GB
929,Nolan Thomas,XX
930,Nona Hendryx,US
931,Nu Shooz,US
932,O'Bryan,XX
933,Oak,US
934,Off Broadway USA,US
935,Oingo Boingo,US
939,Ollie And Jerry,US
940,One 2 Many,XX
941,One To One,CA
942,One Way,US
943,Opus,AT
944,Oran 'Juice' Jones,US
945,Orchestral Manoeuvres In The Dark,GB
946,Orion The Hunter,US
947,Outlaws,US
948,Oxo,US
949,Ozark Mountain Daredevils,US
952,Pablo Cruise,US
953,Pajama Party,US
954,Partland Brothers,CA
955,Pat Benatar,US
956,Pat Metheny Group,US
957,Pat Travers Band,CA
958,Patrice Rushen,US
959,Patrick Jude,XX
960,Patrick Simmons,US
961,Patrick Swayze ,US
964,Patti LaBelle,US
967,Paul Anka,CA
968,Paul Anthony,GB
969,Paul Carrack,GB
970,Paul Davis,US
971,Paul Engeman,GB
972,Paul Hardcastle,GB
973,Paul Hyde & Payolas,CA
974,Paul Lekakis,US
977,Paul Shaffer,CA
980,Paul Young,GB
981,Paula Abdul,US
984,Peaches & Herb,US
985,Pebbles,US
986,Pendulum,AU
987,Pepsi & Shirlie,GB
988,Pet Shop Boys,GB
989,Pete Townshend,GB
990,Peter Allen,AU
991,Peter Brown,US
995,Peter Frampton,GB
996,Peter Gabriel,GB
997,Peter McIan,US
998,Peter Schilling,DE
999,Peter Tosh,JM
1000,Peter Wolf,US
1001,Petula Clark,GB
1002,Phil Collins,GB
1003,Phil Seymour,US
1004,Philip Bailey,US
1005,Phoebe Snow,US
1006,Photoglo,XX
1007,Phyllis Nelson,US
1010,Pink Floyd,XX
1011,Placido Domingo,ES
1012,Planet P,DE
1013,Platinum Blonde,CA
1014,Player,US
1015,Pleasure,US
1016,Poco,US
1017,Point Blank,ZA
1018,Poison,US
1019,Powersource (Solo...Sharon),XX
1020,Pretenders,GB
1021,Pretty Poison,US
1022,Prince,US
1023,Prism,CA
1024,Pseudo Echo,AU
1025,Psychedelic Furs,GB
1026,Pure Prairie League,US
1027,Q-feel,XX
1028,Quarterflash,US
1029,Queen,GB
1030,Quiet Riot,US
1031,Quincy Jones,US
1032,R.E.M.,US
1033,RCR,XX
1034,REO Speedwagon,US
1037,Rainbow,GB
1038,Ralph MacDonald,US
1039,Randy Bell,XX
1040,Randy Crawford,US
1041,Randy Meisner,US
1042,Randy Newman,US
1043,Randy VanWarmer,US
1044,Ratt,US
1047,Ray Kennedy,US
1048,Ray Parker Jr.,US
1049,"Ray, Goodman & Brown",US
1050,Raydio,US
1051,Re-flex,RU
1052,Ready For The World,US
1053,Real Life,AU
1054,Rebbie Jackson,US
1055,Red Rider,CA
1056,Red Rockers,US
1057,Regina,BR
1060,Rene & Angela,US
1061,Restless Heart,US
1062,Rex Smith,US
1063,Ric Ocasek,US
1064,"Richard ""Dimples"" Fields",US
1065,Richard Marx,US
1066,Richie Furay,US
1067,Rick Astley,GB
1068,Rick Bowles,US
1069,Rick Davies,GB
1070,Rick Dees,US
1073,Rick Pinette & Oak,XX
1074,Rick Springfield,AU
1075,Rickie Lee Jones,US
1076,Ringo Starr,GB
1079,Roachford,GB
1080,Rob Base,US
1081,Rob Jungklas,US
1082,Robbie Dupree,US
1083,Robbie Nevil,US
1084,Robbie Patton,GB
1085,Robbin Thompson Band,US
1086,Robert Ellis Orral,US
1087,Robert Gordon,US
1088,Robert Hazard,US
1089,Robert John,US
1090,Robert Palmer,GB
1091,Robert Plant,GB
1092,Robert Tepper,US
1095,Robey,XX
1096,Robin George,GB
1097,Robin Gibb,GB
1098,Robin Lane & The Chartbusters,XX
1099,Robin Zander,US
1100,Rock And Hyde,CA
1101,Rockets,FR
1102,Rockie Robbins,XX
1103,Rockpile,GB
1104,Rockwell,US
1105,Rocky Burnette,US
1108,Rodney Crowell,US
1109,Rodney Dangerfield,US
1110,Rodway,XX
1113,Roger Daltrey,GB
1116,Roman Holliday,GB
1117,Romeo J.D.,JM
1118,Romeo Void,US
1119,Romeo's Daughter,DE
1120,Ron And The D.C. Crew,XX
1121,Ronnie Laws,US
1122,Ronnie Milsap,US
1123,Rosanne Cash,US
1124,Rossington Collins Band,US
1125,Rough Trade,CA
1126,Roxanne,IT
1127,Roxette,SE
1128,Roxy Music,GB
1129,Roy Orbison,US
1130,Royal Philharmonic Orchestra,GB
1131,Rubber Rodeo,US
1132,Rufus,DE
1133,Run-D.M.C.,XX
1134,Rupert Holmes,US
1135,Rush,CA
1136,Russ Ballard,GB
1137,S-Express,XX
1138,SaFire,AU
1139,Sad Cafe,GB
1140,Sade,GB
1141,Saga,CA
1142,Salt-N-Pepa,XX
1143,Sam Brown,GB
1144,Sam Harris,US
1145,Samantha Fox,GB
1146,Sammy Hagar,US
1147,Santana,US
1148,Saraya,US
1149,Savoy Brown,GB
1150,Scandal,JP
1151,Scarlett & Black,GB
1152,Scorpions,DE
1153,Scritti Politti,GB
1154,Secret Ties,XX
1155,Seduction,US
1156,Sergio Mendes,BR
1157,Shakin' Stevens,GB
1158,Shalamar,US
1159,Shamus M'Cool,XX
1160,Shana,XX
1163,Shannon,US
1164,Sharon Bryant,US
1168,Sheila,FR
1169,Sheila E.,US
1170,Sherbs,XX
1171,Sheriff,CA
1172,Shirley Lewis,GB
1173,Shirley Murdock,US
1174,Shooting Star,US
1175,Shot In The Dark,GB
1178,Silver Condor,US
1179,Silverado,XX
1180,Simon & Garfunkel,US
1181,Simon F,XX
1182,Simple Minds,GB
1183,Simply Red,GB
1184,Single Bullet Theory,US
1185,Sinitta,XX
1186,Siouxsie & The Banshees,GB
1187,Sir Mix-A-Lot,US
1188,Sister Sledge,US
1189,Skid Row,US
1190,Sky (Arista),CO
1191,Skyy,US
1192,Slade,GB
1193,Slave,US
1194,Sly Fox,US
1195,Sly Stone,US
1198,Sneaker,US
1199,Snuff,GB
1200,So,XX
1201,Soft Cell,GB
1202,Sonny Charles,US
1203,Soul II Soul,GB
1204,Soulsister,BE
1205,Southside Johnny,US
1206,Spandau Ballet,GB
1207,Sparks,US
1208,Spencer Band,AU
1209,Spider,GB
1210,Split Enz,NZ
1211,Spyro Gyra,US
1212,Spys,US
1213,Squeeze,GB
1214,Stabilizers,US
1215,Stacey Q,US
1216,Stacy Lattisaw,US
1217,Stage Dolls,NO
1218,Stanley Clarke,US
1219,Starland Vocal Band,US
1220,Starpoint,US
1221,Stars On,NL
1222,Stars On 45,NL
1223,Starship,US
1224,Steel Breeze,US
1225,Steely Dan,XX
1226,Stephanie Mills,US
1227,Stephen Bishop,US
1228,Stephen Stills,US
1229,Steve Arrington,US
1230,Steve Carlisle,XX
1231,Steve Forbert,US
1232,Steve Miller,US
1235,Steve Winwood,GB
1236,Steven Dante,XX
1237,Stevie B,US
1244,Stevie Woods,US
1245,Sting,XX
1246,Stray Cats,US
1247,Streek,XX
1248,Streets,GB
1249,Stryper,US
1250,Styx,US
1251,Suave,US
1252,Sugarhill Gang,US
1253,Supertramp,GB
1254,Surface,US
1255,Survivor,US
1256,Susan Anton,US
1257,Suzanne Fellini,US
1258,Suzanne Vega,US
1259,Suzi Quatro,US
1260,Sweet Sensation,GB
1261,Swing Out Sister,GB
1262,Switch,GB
1263,Sybil,US
1264,Sylvia,DE
1265,Sylvie Vartan,FR
1266,Syreeta,US
1267,T'Pau,GB
1268,T.G. Sheppard,US
1269,T.S. Monk,US
1270,TKA,US
1271,Ta Mara & The Seen,US
1272,Taco,NL
1273,Taja Sevelle,US
1274,Talk Talk,GB
1275,Talking Heads,US
1276,Tami Show,XX
1277,Tane Cain,US
1278,Tangier,US
1279,Tavares,US
1280,Taylor Dayne,US
1281,Tears For Fears,GB
1282,Technotronic,BE
1283,Ted Nugent,US
1286,Teddy Riley,US
