index,artist,country
159.0,B,US
112.0,B Angie B,US
113.0,B Real,US
123.0,B Rich,US
114.0,B*Witched,IE
115.0,B-Rock & The Bizz,FR
58.0,B. Bumble & The Stingers,US
116.0,B. Fresh,XX
73.0,B.B. King,US
74.0,B.C.G. (B.C. Generation),XX
78.0,B.E. Taylor Group,US
124.0,B.G,US
125.0,B.G.,US
118.0,B.G. The Prince Of Rap,US
79.0,B.J. Thomas,US
119.0,B.M.U. (Black Men United),US
76.0,B.T. Express,US
77.0,B.W. Stevenson,US
120.0,BBD,XX
128.0,BBMak,GB
76.0,BENEE,NZ
162.0,BIA,US
79.0,BIG30,US
163.0,BJ The Chicago Kid,US
80.0,BLACKPINK,KR
123.0,BRAVO All Stars,DE
83.0,BRELAND,US
84.0,BRELAND & HARDY,US
85.0,BRS Kash,US
86.0,BSlime,US
129.0,BT,US
78.0,BTO,XX
87.0,BTS,KR
168.0,Baauer,US
124.0,Baby,XW
136.0,Baby Boy Da Prince,US
61.0,Baby Cortez,US
62.0,Baby Jane & The Rockabyes,US
63.0,Baby Ray,US
125.0,Baby Talk,BE
90.0,Baby Tate,US
64.0,Baby Washington,US
137.0,Babyface,US
79.0,Bachman-Turner Overdrive,CA
130.0,Backstreet Boys,US
139.0,Bad Boy's Da Band,DE
131.0,Bad Boys Blue,DE
178.0,Bad Bunny,PR
80.0,Bad Company,GB
82.0,Bad English,US
179.0,Bad Meets Evil,US
180.0,Bad Wolves,US
83.0,Badfinger,GB
140.0,Baha Men,BS
94.0,Bailey Zimmerman,US
65.0,Baja Marimba Band,US
84.0,Balance,US
181.0,Ball Greezy,US
82.0,Ballin' Jack,US
134.0,Baltimora,IT
83.0,Bama,XX
86.0,Bananarama,GB
182.0,Band Aid 30,US
87.0,Band McNally,XX
88.0,Band Of Gold,NL
89.0,Band-Aid,XX
84.0,Bandit,GB
183.0,Bandit Gang Marco,US
135.0,Bang,GB
86.0,Banzaii,XX
90.0,Bar-Kays,US
67.0,Barbara & The Browns,US
88.0,Barbara And The Uniques,FR
89.0,Barbara Fairchild,US
70.0,Barbara George,US
71.0,Barbara Greene,US
72.0,Barbara Lewis,US
73.0,Barbara Lynn,US
90.0,Barbara Mandrell,US
74.0,Barbara Mason,US
91.0,Barbara Mitchell,XX
92.0,Barbara Roy,US
92.0,Barbra Streisand,US
93.0,Bardeux,XX
137.0,Barenaked Ladies,CA
94.0,Baron Stewart,XX
184.0,Barrett Baber,US
76.0,Barrett Strong,US
142.0,Barrington Levy,JM
77.0,Barry & The Tamerlanes,US
95.0,Barry DeVorzon,US
96.0,Barry Manilow,US
97.0,Barry Mann,US
79.0,Barry McGuire,US
80.0,Barry Ryan,GB
138.0,Barry White,US
81.0,Barry Young,US
139.0,Bart & Homer,GR
185.0,Bas,DE
97.0,Basia,US
99.0,Batdorf & Rodney,XX
100.0,Bay City Rollers,GB
141.0,Baz Luhrmann,AU
188.0,Bazzi,US
142.0,BeBe,ES
143.0,BeBe Winans,US
189.0,Bea Miller,US
144.0,Beastie Boys,US
97.0,BeatKing,US
145.0,Beats International,GB
82.0,Beau Brummels,US
99.0,Beau Coup,US
146.0,Beck,US
101.0,Beckmeier Brothers,US
100.0,Becky G,US
198.0,Becky G.,US
100.0,Bee Gees,GB
148.0,Beenie Man,JM
148.0,Before Dark,US
149.0,Belinda Carlisle,US
103.0,Bell & James,US
150.0,Bell Biv DeVoe,US
101.0,Bella Poarch,US
199.0,Bella Thorne,US
104.0,Bellamy Brothers,US
105.0,Belle Epoque,FR
151.0,Belly,US
102.0,Belouis Some,GB
103.0,Ben Burgess,US
84.0,Ben Colder,US
103.0,Ben E. King,US
149.0,Ben Folds,US
202.0,Ben Platt,US
203.0,Ben Rector,US
104.0,Benjamin Orr,US
107.0,Benny Bell,US
204.0,Benny Benassi,IT
105.0,Benny Mardones,US
86.0,Benny Spellman,US
104.0,Benny The Butcher,US
105.0,Benson Boone,US
87.0,Bent Fabric,DK
150.0,Benzino,US
106.0,Berlin,US
108.0,Berlin Philharmonic,XX
88.0,Bernadette Carroll,US
107.0,Bernadette Peters,US
13.0,Bernie Lowe Orchestra,US
89.0,Bert Kaempfert,DE
109.0,Bert Sommer,US
90.0,Bertha Tillman,US
108.0,Bertie Higgins,US
106.0,Beth Gibbons,GB
151.0,Beth Hart,US
109.0,Bette Midler,US
154.0,Better Than Ezra,US
155.0,Betty Boo,GB
91.0,Betty Carter,US
111.0,Betty Everett,US
93.0,Betty Harris,US
14.0,Betty Johnson,US
15.0,Betty Madigan,US
94.0,Betty Wright,US
95.0,Bettye Swann,US
115.0,Beverly Bremers,XX
206.0,Beverly McClellan,US
207.0,Beyonce,US
208.0,Bhad Bhabie,US
116.0,Biddu Orchestra,XX
209.0,Big & Rich,US
96.0,Big Al Downing,US
157.0,Big Audio,GB
158.0,Big Boi,US
16.0,Big Bopper,US
97.0,Big Brother And The Holding Company,US
159.0,Big Bub,US
110.0,Big Country,GB
160.0,Big Daddy Kane,US
98.0,Big Dee Irwin (with Little Eva),US
17.0,Big Jay McNeely And Band,US
161.0,Big Jaz,US
210.0,Big K.R.I.T.,US
156.0,Big Kap,US
157.0,Big Mato,US
99.0,Big Maybelle,US
162.0,Big Mountain,US
111.0,Big Noise,US
112.0,Big Pig,AU
158.0,Big Pokey,US
159.0,Big Poppa,US
160.0,Big Pun,US
161.0,Big Punisher,US
108.0,Big Red Machine,US
113.0,Big Ric,XX
100.0,Big Sambo,US
165.0,Big Sister,XX
162.0,Big Tigger,US
219.0,Big Time Rush,US
114.0,Big Trouble,US
163.0,Big Tymers,US
220.0,Bilal,US
117.0,Bill Amesbury,CA
118.0,Bill Anderson,US
102.0,Bill Black,US
18.0,Bill Black's Combo,US
119.0,Bill Brandon,US
115.0,Bill Champlin,US
120.0,Bill Conti,US
121.0,Bill Cosby,US
122.0,Bill Deal & The Rhondels,US
105.0,Bill Doggett,US
166.0,Bill Engvall,US
106.0,Bill Haley And His Comets,US
124.0,Bill LaBounty,US
117.0,Bill Medley,US
108.0,Bill Minkin,US
21.0,Bill Parsons,US
22.0,Bill Pennell,US
109.0,Bill Pinkney,US
110.0,Bill Pursell,US
125.0,Bill Quateman,US
126.0,Bill Withers,US
127.0,Bill Wray,US
111.0,Bill Wyman,US
112.0,Billie Eilish,US
112.0,Billie Jo Spears,US
167.0,Billie Myers,GB
168.0,Billie Ray Martin,DE
129.0,Billie Sans,XX
130.0,"Billy ""Crash"" Craddock",US
23.0,Billy & Lillie,US
120.0,Billy & The Beaters,US
113.0,Billy Abbott And The Jewels,US
114.0,Billy Bland,US
121.0,Billy Burnette,US
115.0,Billy Butler & The Chanters,US
122.0,Billy Crystal,US
222.0,Billy Currington,US
116.0,Billy Edd Wheeler,US
169.0,Billy Falcon,US
169.0,Billy Gibbons,US
170.0,Billy Gilman,US
24.0,Billy Grammer,US
25.0,Billy Graves,US
123.0,Billy Idol,GB
117.0,Billy J. Kramer With The Dakotas,GB
118.0,Billy Joe & The Checkmates,US
131.0,Billy Joe Royal,US
171.0,Billy Joel,US
133.0,Billy Lee Riley,US
134.0,Billy Lemmons,US
135.0,Billy Ocean,GB
136.0,Billy Paul,US
137.0,Billy Preston,US
127.0,Billy Rankin,GB
174.0,Billy Ray Cyrus,US
128.0,Billy Satellite,XX
129.0,Billy Squier,US
122.0,Billy Stewart,US
26.0,Billy Storm,US
123.0,Billy Strange,US
138.0,Billy Swan,US
139.0,Billy Thorpe,GB
140.0,Billy Thunderkloud & The Chieftones,XX
27.0,Billy Vaughn And His Orchestra,US
126.0,Billy Vera,US
127.0,Billy Vera & Judy Clay,US
130.0,Billy Vera & The Beaters,US
128.0,Billy Walker,US
28.0,Billy Williams,US
141.0,Bimbo Jet,FR
114.0,Bing Crosby,US
175.0,Bingo Boys,AT
225.0,Bipolar Sunshine,GB
172.0,Bird York,US
130.0,Birdlegs & Pauline And Their Versatility Birds,US
115.0,Birdman,US
176.0,Biscuit,ES
177.0,Biz Markie,US
